id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	214
F4383	244.2631	501.5	497.55	505.1	3724	1851197	0.78	0.93	17	1	1884883
F4384	244.2631	508.99	505.1	512.91	3724	6231568	1.0	0.98	72	1	6265724
F4385	244.2631	521.39	517.48	525.3	3724	8326234	1.0	0.97	134	1	8367120
F4386	290.6628	686.7	683.88	688.27	4954	1878272	1.0	0.94	276	1	2061912
F4387	290.6628	688.89	688.27	692.04	4954	1990850	1.0	0.85	246	1	2172492
F4388	269.0522	34.31	32.74	37.15	4328	721357	1.0	0.94	107	1	733647
F4389	218.0084	841.43	829.53	891.11	3116	11408083	1.0	0.96	83	1	11603828
F4390	244.9786	157.91	153.76	162.04	3725	2500494	1.0	0.94	146	1	2534560
F4391	244.9786	286.04	281.96	289.26	3725	1712137	0.97	0.97	137	1	1724864
F4392	290.6675	738.28	734.52	741.74	4955	179062746	1.0	0.95	106	1	179086746
F4393	218.012	203.74	199.76	207.64	3117	4430058	1.0	0.97	226	1	4503506
F4394	269.0585	142.07	129.37	165.8	4329	6397637	1.0	0.88	104	1	6508226
F4395	218.021	204.07	200.1	207.96	3118	4521727	1.0	0.97	243	1	4593424
F4396	269.069	329.01	324.99	333.03	4331	4098133	0.94	0.81	87	1	4126384
F4397	290.9471	829.53	826.7	832.71	4956	3158676	1.0	0.9	15	1	3115637
F4398	290.9839	157.22	153.08	161.36	4957	5881226	0.95	0.94	229	1	5932906
F4399	269.0795	662.86	662.24	664.43	4335	715801	1.0	0.93	150	1	754015
F4400	269.0816	289.89	286.04	293.77	4336	1471034	1.0	0.92	105	1	1495891
F4402	218.0808	268.73	264.68	272.8	3123	1284558	1.0	1.0	142	1	1311490
F4403	218.0808	347.28	343.41	351.26	3123	6011674	1.0	0.99	112	1	6039848
F4404	218.0808	391.0	386.98	395.03	3123	3624809	1.0	0.98	43	1	3665212
F4407	218.1055	379.08	376.09	383.06	3125	5818123	1.0	1.0	668	1	5847174
F4411	218.1077	173.33	169.24	176.05	3126	19625145	1.0	0.86	1710	1	19646145
F4412	291.0201	286.38	282.3	290.21	4959	10315570	1.0	0.94	126	1	10369610
F4416	245.078	466.76	463.09	470.05	3730	15389148	1.0	0.98	33	1	15476221
F4420	245.0887	384.7	382.39	385.99	3731	701038	1.0	1.0	110	1	713043
F4421	291.0267	391.34	387.64	395.37	4961	1920981	1.0	0.95	135	1	1961585
F4423	269.099	662.55	658.8	666.31	4339	1344669518	1.0	0.87	13	1	1345240654
F4424	245.0949	158.6	154.45	162.73	3733	2144076	1.0	1.0	140	1	2172367
F4425	291.0897	250.2	246.22	254.17	4963	3160933	1.0	0.97	221	1	3201393
F4426	291.0897	516.51	513.89	520.07	4963	1387167	1.0	0.99	37	1	1415028
F4427	269.1057	486.03	482.74	488.35	4340	790615	1.0	0.99	59	1	821285
F4428	269.1057	493.28	490.65	496.9	4340	1156538	1.0	0.99	58	1	1182266
F4429	291.0974	552.6	550.7	554.83	4964	948419	1.0	0.94	110	1	955778
F4430	269.1233	33.05	32.11	35.26	4341	8890612	1.0	0.97	2157	1	8901612
F4431	269.1255	186.54	182.51	190.59	4342	9053634	1.0	1.0	835	1	9091129
F4432	291.105	323.66	291.17	360.96	4965	185322403	1.0	0.97	902	1	185533403
F4433	291.105	552.6	550.05	556.14	4965	4824139	0.99	0.95	553	1	4844139
F4435	269.1281	556.78	554.51	560.64	4343	1745574	0.78	0.99	99	1	1800914
F4436	291.1109	378.75	375.42	382.06	4966	2518102	1.0	1.0	270	1	2542295
F4437	291.1109	412.76	409.74	416.77	4966	1230108	0.86	0.98	53	1	1263861
F4439	269.1355	421.75	418.09	425.76	4344	2749992	0.77	0.88	4	1	2778255
F4444	291.12	552.6	548.75	556.46	4967	723076633	1.0	0.98	2657	1	723101633
F4446	245.1016	384.37	380.4	388.31	3735	156988536	1.0	0.97	144	1	157013536
F4447	245.1016	631.4	627.61	635.19	3735	58910944	1.0	0.96	47	1	58935944
F4453	269.1377	480.53	476.7	484.36	4345	71820565	1.0	0.98	1268	1	71845565
F4454	269.1377	518.78	515.2	522.36	4345	4888402	0.89	0.92	11	1	4911402
F4455	269.1377	529.2	526.28	533.11	4345	10470945	0.98	0.98	28	1	10492945
F4456	269.1377	552.6	549.4	556.46	4345	83460117	1.0	0.98	943	1	83483117
F4457	291.1368	552.92	550.05	556.78	4970	4435039	1.0	0.99	418	1	4457048
F4458	291.1404	553.55	550.38	555.47	4971	1018741	0.85	0.83	132	1	1042450
F4459	291.1404	638.98	635.82	642.76	4971	6244691	1.0	0.92	548	1	6331890
F4460	291.1404	687.64	684.19	690.78	4971	3690295	1.0	0.97	157	1	3762164
F4461	245.1145	384.37	382.39	386.98	3737	943171	0.75	0.99	11	1	956679
F4462	245.1145	418.09	414.1	421.42	3737	1839579	1.0	0.98	63	1	1874801
F4463	245.1145	461.43	458.45	465.41	3737	1896015	1.0	0.97	49	1	1912813
F4464	245.1145	531.15	528.23	534.74	3737	1565734	1.0	0.99	43	1	1581430
F4466	218.1192	102.37	100.79	103.62	3128	1315010	1.0	0.74	226	1	1390594
F4468	269.1719	545.16	543.87	547.12	4349	1023404	0.83	0.75	151	1	1034404
F4469	269.1719	555.47	553.87	559.35	4349	10257348	1.0	0.93	1185	1	10275348
F4470	218.1207	324.99	321.98	329.01	3129	1670119	1.0	0.84	51	1	1703647
F4471	218.1207	400.77	396.71	404.79	3129	6889682	1.0	1.0	668	1	6917796
F4472	245.1169	338.74	334.71	342.76	3738	2050529	0.88	0.96	13	1	2097607
F4473	245.1169	448.3	444.41	452.28	3738	7131873	1.0	0.99	44	1	7173584
F4474	245.1169	510.61	506.72	514.55	3738	2514333	1.0	0.9	9	1	2539971
F4475	291.1566	540.29	537.03	544.19	4975	3663143	1.0	0.91	7	1	3710856
F4476	291.1566	546.79	544.19	550.7	4975	3031465	1.0	0.85	6	1	3054523
F4478	291.1566	594.88	591.67	598.71	4975	2479625	1.0	0.96	8	1	2521549
F4479	245.1279	317.99	314.7	321.98	3739	4580649	1.0	1.0	534	1	4605596
F4480	245.1279	327.67	323.66	331.69	3739	4441870	1.0	1.0	515	1	4477057
F4481	218.1384	34.31	32.11	36.84	3131	116900645	1.0	0.8	2271	1	116916645
F4482	218.1384	40.66	36.84	44.48	3131	135201045	1.0	0.91	1202	1	135226045
F4484	291.1632	49.55	46.69	51.78	4976	2431320	1.0	0.98	39	1	2448326
F4485	245.1354	289.26	285.71	292.46	3740	9373907	1.0	0.97	418	1	9395907
F4487	269.1741	501.17	497.88	505.1	4350	6809060	1.0	0.87	18	1	6854278
F4488	269.1741	511.94	508.99	515.2	4350	3395913	0.72	0.94	8	1	3412103
F4489	269.1741	519.1	515.2	522.68	4350	4621987	0.75	0.86	9	1	4669374
F4490	269.1741	530.83	527.58	534.74	4350	8377691	1.0	0.9	24	1	8396197
F4491	291.1692	738.28	734.52	742.05	4977	51073772	1.0	0.84	403	1	51098772
F4494	291.1781	570.32	567.11	573.83	4978	4400497	1.0	0.99	432	1	4422504
F4495	245.1378	359.95	356.6	363.66	3741	1646489	1.0	0.99	17	1	1658971
F4496	269.1893	466.1	463.09	468.41	4351	1411535	0.78	0.94	12	1	1403953
F4497	269.1893	509.64	506.08	513.57	4351	1441385	0.8	0.99	8	1	1464842
F4498	269.1893	528.55	524.65	532.46	4351	6801923	1.0	0.99	64	1	6831220
F4499	269.1967	444.41	443.15	447.97	4352	907688	1.0	0.89	132	1	923694
F4501	245.1491	277.55	273.48	281.62	3742	7494049	0.83	0.99	736	1	7531214
F4502	291.1928	601.26	599.67	603.48	4979	4352390	1.0	0.99	566	1	4365396
F4503	291.1928	619.98	618.07	622.21	4979	3363535	1.0	0.99	399	1	3377542
F4504	269.2087	613.95	611.39	617.76	4353	4275745	1.0	0.91	412	1	4272219
F4505	269.2087	621.26	617.76	625.07	4353	6871854	1.0	0.99	609	1	6951338
F4506	218.1537	466.76	462.75	470.38	3132	36652651	1.0	0.94	14	1	36676651
F4507	245.153	583.01	579.18	586.86	3743	4646305	0.88	0.97	5	1	4697981
F4509	245.158	826.7	822.95	830.16	3745	2739696	1.0	0.96	278	1	2769960
F4510	291.1948	570.64	566.79	574.46	4980	715852560	1.0	0.98	314	1	715877560
F4514	245.1603	158.6	154.45	162.73	3746	3910797	1.0	1.0	334	1	3948090
F4515	291.2121	570.0	568.41	573.83	4981	3187407	1.0	0.99	377	1	3217475
F4516	218.165	829.22	825.45	832.71	3133	3143805	1.0	0.94	12	1	3177366
F4517	291.229	609.8	607.26	613.63	4983	6103582	1.0	0.88	497	1	6199721
F4518	245.1743	467.09	464.75	470.71	3747	1314041	1.0	0.95	21	1	1333041
F4519	245.1743	493.28	489.67	497.23	3747	11592006	1.0	0.98	168	1	11616006
F4520	245.1743	505.75	503.8	509.32	3747	2990876	1.0	0.95	45	1	3008876
F4525	269.2105	596.16	592.31	598.08	4354	2955232	0.99	0.83	4	1	3004343
F4526	269.2105	601.58	598.08	605.05	4354	5790807	1.0	0.95	8	1	5871201
F4528	269.2105	708.72	705.57	712.19	4354	2149848	0.73	0.97	32	1	2154279
F4529	218.2111	276.53	268.39	288.94	3134	8060875	1.0	0.98	116	1	8122899
F4530	218.9696	158.25	154.1	162.38	3135	25144170	1.0	0.84	210	1	25169170
F4534	269.2259	708.41	704.63	712.19	4355	323530009	1.0	0.99	723	1	323555009
F4535	245.1854	171.98	169.24	175.7	3748	1116440	0.82	0.99	105	1	1137906
F4536	245.1854	198.42	194.34	202.42	3748	7889636	1.0	1.0	798	1	7927105
F4537	245.1854	215.41	212.34	218.48	3748	1762249	1.0	1.0	188	1	1780733
F4538	245.1854	378.42	374.41	382.39	3748	3352936	1.0	0.98	263	1	3393801
F4542	245.1937	495.92	493.6	499.86	3749	1710701	1.0	0.96	180	1	1736743
F4543	291.2523	626.66	624.11	629.18	4985	1398932	1.0	1.0	167	1	1415939
F4545	218.9844	830.8	827.33	833.99	3137	3221116	0.77	0.84	198	1	3229765
F4546	291.2676	627.61	623.8	630.76	4986	2148617	1.0	0.95	16	1	2173393
F4547	291.2717	505.1	501.17	508.99	4987	7296791	1.0	0.97	582	1	7346572
F4548	291.2717	523.01	519.42	526.93	4987	1955948	0.97	0.98	166	1	2016759
F4549	291.6464	651.89	648.11	655.04	4988	25380459	0.8	0.92	41	1	25403459
F4550	291.6464	660.36	656.61	663.8	4988	146259256	1.0	0.95	183	1	146283256
F4551	291.656	687.95	685.13	691.41	4989	1875617	1.0	0.93	181	1	1906497
F4552	291.6705	738.28	734.52	742.05	4990	8932655	1.0	0.97	519	1	8996481
F4553	269.2469	609.8	606.63	613.63	4356	13101237	0.97	0.83	16	1	13124237
F4559	269.2469	664.12	660.36	667.89	4356	31097731	1.0	0.95	37	1	31122731
F4560	269.2469	680.1	677.28	683.25	4356	4903254	0.81	0.9	6	1	4923254
F4561	291.6839	673.53	671.03	677.28	4991	2265472	1.0	0.89	187	1	2258351
F4562	269.2664	578.54	577.28	582.05	4357	901923	1.0	0.93	80	1	926308
F4565	245.2261	641.5	637.72	643.07	3750	3097729	0.86	0.96	4	1	3152005
F4566	245.2261	644.96	643.07	648.74	3750	4706189	1.0	0.93	7	1	4728162
F4572	245.2261	731.69	727.91	735.46	3750	4443228	0.93	0.91	3	1	4440652
F4581	219.0173	828.59	824.83	832.39	3140	52264817	0.85	0.97	4	1	63273173
F4582	245.2665	521.06	518.45	524.97	3751	1233749	0.86	0.97	61	1	1249042
F4583	269.6155	638.35	636.46	640.87	4359	1017092	1.0	0.97	144	1	1032097
F4584	292.0842	662.55	659.42	666.31	4993	11379550	1.0	0.81	36	1	11458057
F4585	246.0421	32.74	31.09	33.68	3753	1430766	1.0	0.88	290	1	1454261
F4586	246.0421	347.28	344.7	350.93	3753	1900605	1.0	1.0	209	1	1920612
F4588	269.644	629.18	626.97	632.34	4360	5885372	1.0	0.92	30	1	5903372
F4589	269.644	650.63	648.43	654.41	4360	10194431	1.0	0.9	65	1	10214431
F4590	269.644	672.29	670.72	682.3	4360	13317652	1.0	0.72	54	1	13355652
F4591	246.0756	319.98	316.35	323.99	3755	1731541	1.0	1.0	184	1	1758786
F4592	269.6624	706.52	702.74	709.67	4361	2528154	1.0	0.96	183	1	2572434
F4593	292.1136	40.34	36.84	43.54	4995	3120632	1.0	0.88	38	1	3185873
F4594	292.123	552.6	549.07	556.46	4999	107370010	1.0	0.98	11388	1	107394010
F4596	246.0812	466.76	462.75	470.05	3756	1774330	1.0	1.0	52	1	1792349
F4597	270.0615	498.21	494.59	500.18	4363	1342067	1.0	0.96	150	1	1360074
F4598	292.1482	651.89	648.74	655.67	5001	7083974	0.74	0.83	83	1	7106974
F4599	292.1482	660.36	656.93	663.8	5001	43694264	1.0	0.93	397	1	43717264
F4600	270.073	385.35	382.39	389.32	4365	8072654	1.0	0.98	1063	1	8094654
F4601	292.1569	204.72	200.76	208.62	5002	2074641	1.0	0.97	222	1	2106648
F4602	246.105	384.05	380.73	387.98	3758	16949576	1.0	0.97	203	1	16972576
F4603	246.105	631.71	628.87	634.24	3758	5919062	1.0	0.9	147	1	5937062
F4605	219.0472	421.75	417.76	425.76	3144	5693333	0.89	0.83	15	1	5720077
F4606	270.0797	385.67	383.39	388.65	4366	1413306	1.0	1.0	183	1	1437672
F4607	292.1902	445.37	442.84	449.29	5005	1897188	1.0	0.99	64	1	1921534
F4608	246.1098	437.09	433.76	440.34	3759	3034744	1.0	1.0	73	1	3057284
F4609	246.1198	448.3	446.02	450.95	3762	812450	1.0	0.98	110	1	834071
F4610	292.1982	570.64	566.79	574.46	5006	139525600	1.0	0.98	394	1	139550600
F4612	270.1024	662.86	659.11	666.31	4367	241888083	1.0	0.85	15	1	241912083
F4614	292.646	679.47	678.53	681.04	5008	1058945	0.81	0.86	225	1	1067945
F4615	270.1287	186.54	184.2	189.9	4368	1134767	1.0	0.99	114	1	1152774
F4616	219.076	49.55	47.64	51.15	3146	1236525	0.71	0.87	18	1	1248525
F4617	219.076	98.27	94.42	100.79	3146	18355765	1.0	0.97	88	1	18376765
F4618	219.076	102.05	100.79	105.85	3146	18594496	1.0	0.87	99	1	18611496
F4619	219.076	338.74	336.05	342.76	3146	1994299	0.72	0.88	163	1	2015299
F4621	246.152	511.29	507.37	515.2	3767	7229419	1.0	1.0	565	1	7282095
F4622	292.6493	659.74	656.3	662.86	5009	5494684	1.0	0.94	493	1	5500013
F4623	246.1696	163.75	159.62	167.86	3768	90879620	1.0	0.95	573	1	90904620
F4625	292.6543	677.91	674.16	681.67	5010	48457794	1.0	0.94	1077	1	48482794
F4626	219.0972	33.99	32.74	37.47	3149	2018390	1.0	0.95	309	1	2035448
F4627	246.1776	492.95	490.0	496.57	3769	1500875	1.0	0.99	123	1	1521882
F4628	270.1412	480.84	477.03	484.69	4371	10352693	1.0	0.95	354	1	10377693
F4629	270.1412	528.88	527.25	531.15	4371	1197664	0.96	0.9	39	1	1210664
F4630	270.1412	552.6	549.73	556.14	4371	11174386	1.0	0.98	399	1	11195386
F4631	292.6644	673.53	670.09	677.28	5011	9912280	1.0	0.87	750	1	10004559
F4632	292.6644	737.65	733.89	741.42	5011	3420972	0.88	0.8	254	1	3451747
F4633	246.1886	198.08	195.02	201.76	3770	875812	1.0	0.99	81	1	898682
F4634	292.984	828.27	824.51	831.75	5012	1601255	1.0	0.91	121	1	1654384
F4635	270.1457	629.82	626.97	633.61	4372	1324697	0.85	0.94	35	1	1359442
F4636	270.1457	651.26	649.37	655.04	4372	2410340	1.0	0.93	74	1	2429348
F4637	270.1457	673.53	670.41	671.66	4372	882765	0.81	0.98	131	1	70150
F4638	270.1457	675.41	674.16	679.16	4372	2088135	0.85	0.78	150	1	1417337
F4639	270.1657	826.08	823.26	828.59	4373	1477579	1.0	0.84	140	1	1483934
F4640	292.9975	204.4	196.72	210.3	5013	2671255	1.0	0.95	121	1	2715511
F4642	219.1014	417.43	413.43	421.42	3151	3991281	0.9	0.87	5	1	4039018
F4643	219.1014	447.65	443.78	451.61	3151	9829624	1.0	0.95	13	1	9909669
F4648	246.1959	829.22	827.33	833.03	3771	1128769	1.0	0.9	45	1	1135001
F4649	270.1695	496.24	492.29	499.86	4374	1010491	1.0	0.98	102	1	1030084
F4650	270.1754	555.81	553.55	559.35	4375	1127190	1.0	0.95	113	1	1157884
F4651	246.2423	394.7	390.67	398.72	3773	58541115	1.0	0.98	170	1	58566115
F4652	270.1925	528.55	525.3	532.46	4378	1164400	1.0	0.98	111	1	1187410
F4653	246.6232	593.59	590.71	597.44	3774	12989797	0.82	0.94	356	1	13011797
F4654	246.6232	605.05	601.26	608.85	3774	104131329	1.0	0.96	8939	1	104156329
F4656	219.1118	170.96	169.58	171.98	3152	477082	0.82	0.77	16	1	485082
F4657	219.1118	174.0	173.33	175.02	3152	422018	0.86	0.84	20	1	428018
F4658	219.1118	229.38	226.1	233.38	3152	2189364	0.92	0.93	30	1	2212364
F4659	219.1118	247.56	245.88	249.87	3152	1362567	0.93	0.96	47	1	1375567
F4660	219.1118	261.63	258.58	265.69	3152	2057262	0.98	0.96	40	1	2079262
F4661	219.1118	378.75	375.08	382.73	3152	46741168	1.0	1.0	1275	1	46765168
F4662	246.9922	182.51	178.45	186.54	3775	3004341	1.0	0.91	86	1	3035548
F4663	293.0545	288.94	286.38	292.14	5018	1692165	1.0	0.99	229	1	1711413
F4664	219.1339	102.05	98.27	105.85	3154	4350862	0.8	0.87	237	1	4370199
F4665	293.0582	385.99	382.39	388.65	5019	2314252	1.0	0.99	270	1	2334261
F4668	270.2293	708.72	704.94	712.51	4380	66385253	1.0	0.99	4963	1	66410253
F4669	270.2293	718.47	716.6	720.67	4380	2521914	0.73	0.86	297	1	2535914
F4670	293.0614	44.17	42.59	47.64	5020	1987631	1.0	0.85	203	1	2028106
F4672	293.0694	44.8	42.27	48.59	5021	5164626	1.0	0.89	443	1	5190436
F4673	293.0694	447.65	444.41	450.28	5021	871335	0.89	1.0	64	1	892063
F4674	293.0694	521.06	518.45	524.97	5021	1672492	0.89	0.97	168	1	1708969
F4675	270.2504	609.8	606.95	613.63	4382	2248619	1.0	0.78	143	1	2282201
F4676	270.2504	664.43	660.67	668.2	4382	5412421	1.0	0.98	111	1	5413367
F4679	247.0484	36.84	35.26	40.66	3778	2135136	1.0	0.98	149	1	2153142
F4680	293.08	44.48	41.31	47.96	5024	36030807	1.0	0.8	3216	1	36052807
F4682	270.2787	519.42	515.53	520.39	4383	3221881	0.77	1.0	18	1	3266911
F4683	270.2787	523.99	520.39	527.9	4383	16160029	0.9	0.9	49	1	16179556
F4684	270.2787	576.97	573.19	580.45	4383	1859493	0.73	0.86	4	1	1894894
F4685	270.2787	698.02	694.24	701.8	4383	7743919	0.85	0.98	37	1	7788322
F4686	270.2787	718.47	715.34	722.24	4383	2426759	0.73	0.89	9	1	2484390
F4689	293.0899	173.33	169.24	177.42	5026	4323894	1.0	0.96	333	1	4371753
F4690	247.0582	380.4	376.43	384.37	3779	5956152	1.0	0.98	19	1	5991462
F4693	270.6232	657.87	655.04	660.99	4384	14488365	1.0	0.79	100	1	14508365
F4694	271.0613	385.67	383.72	387.98	4385	1167417	1.0	0.99	153	1	1178572
F4695	247.0724	496.24	493.93	500.18	3780	1027501	1.0	0.98	110	1	1052257
F4696	293.0972	44.8	40.99	48.59	5027	1231030128	1.0	0.94	85	1	5665952334
F4698	219.1378	344.38	340.41	347.61	3156	12801798	1.0	0.99	51	1	12824798
F4701	219.1378	442.22	438.75	443.78	3156	4067866	0.93	0.71	5	1	4084866
F4702	219.1378	500.84	496.9	503.47	3156	9033577	1.0	0.93	7	1	9054577
F4703	219.1378	506.4	503.47	509.32	3156	18373474	1.0	0.92	13	1	18392474
F4704	219.1378	511.94	509.32	515.86	3156	38829517	1.0	0.96	33	1	38850517
F4705	219.1378	519.1	517.16	523.01	3156	11269289	1.0	0.92	9	1	11288289
F4708	219.1378	570.64	567.44	574.14	3156	6115429	0.92	0.78	3	1	6137429
F4711	293.1056	540.29	537.03	544.19	5028	2090874	1.0	0.99	39	1	2118556
F4713	219.1416	40.34	37.47	44.17	3157	11040448	1.0	0.9	815	1	11062448
F4714	271.0766	385.67	381.72	389.66	4388	182094655	1.0	1.0	7119	1	182119655
F4718	293.1109	48.28	47.96	50.19	5030	3197929	0.74	0.83	600	1	3205929
F4719	219.1571	467.75	463.75	471.73	3158	5087256	1.0	0.88	12	1	5121635
F4720	271.0781	305.27	301.59	308.33	4389	1325705	0.97	0.98	128	1	1338328
F4721	271.0781	311.36	308.33	315.36	4389	5510081	1.0	0.92	425	1	5569922
F4723	247.0919	44.17	40.99	47.96	3782	22188304	1.0	0.89	291	1	22211304
F4724	293.1125	315.69	313.04	318.98	5031	10647822	1.0	0.95	1360	1	10666822
F4725	293.1125	322.99	320.98	323.99	5031	1123041	0.72	0.88	153	1	1133041
F4726	293.1125	341.76	340.41	343.41	5031	1124906	0.74	0.89	37	1	1134906
F4728	293.1144	44.17	41.95	47.96	5032	34584654	1.0	0.84	357	1	34604654
F4729	247.0938	397.72	393.69	401.1	3783	2187926	1.0	0.99	9	1	2229964
F4730	247.0938	406.12	402.45	410.07	3783	2178859	0.85	0.95	6	1	2223137
F4731	247.0938	450.28	446.34	454.24	3783	9154897	1.0	0.99	62	1	9183713
F4732	293.1201	44.17	42.59	47.64	5033	11164564	1.0	0.72	1024	1	11181564
F4733	293.1201	374.07	370.71	377.43	5033	11017628	1.0	0.99	1601	1	11038628
F4734	271.0893	34.62	32.74	38.42	4391	5496415	1.0	0.83	648	1	5526431
F4735	293.1247	43.85	41.95	46.69	5034	4175235	1.0	0.85	476	1	4140811
F4736	293.1247	48.28	46.69	52.1	5034	2219598	1.0	0.93	192	1	2155363
F4737	293.1247	552.6	549.07	556.46	5034	9169558	1.0	0.98	875	1	9213278
F4738	271.0919	71.16	67.57	74.85	4392	2666164	0.71	0.9	12	1	2710187
F4740	271.0919	97.33	93.41	101.11	4392	11813513	0.81	0.95	48	1	11879809
F4742	219.1741	379.41	375.42	383.39	3159	3679765	0.87	0.98	7	1	4003528
F4745	219.1741	493.28	489.34	497.23	3159	5613977	0.84	0.99	5	1	5936304
F4746	219.1741	541.27	537.36	545.16	3159	10781268	1.0	0.97	6	1	11120448
F4747	219.1741	572.23	568.41	575.09	3159	6392581	0.85	0.93	3	1	6656324
F4750	219.1741	605.37	601.58	609.16	3159	6491880	0.87	0.93	4	1	6777613
F4755	247.1073	229.05	225.46	233.04	3786	12661120	1.0	0.98	1047	1	12685120
F4756	247.1073	293.11	291.17	296.11	3786	1287369	0.76	0.89	138	1	1303369
F4757	293.1353	45.74	45.11	46.69	5036	648363	0.74	0.85	185	1	654363
F4758	293.1353	483.06	480.53	487.02	5036	8893082	1.0	0.81	48	1	8914082
F4759	293.1353	504.45	501.17	507.7	5036	2473532	0.84	0.91	12	1	2494532
F4761	247.1249	604.43	601.26	608.21	3787	20928709	1.0	0.89	2169	1	20951709
F4762	247.1284	44.48	42.27	47.64	3788	44762609	1.0	0.99	78	1	44780609
F4763	247.1284	67.57	63.79	71.49	3788	15206426	0.94	0.9	13	1	15231426
F4765	293.1375	380.4	377.77	384.37	5037	1938399	1.0	0.99	24	1	1956689
F4766	293.1375	421.42	417.76	424.42	5037	2484301	1.0	0.98	21	1	2510072
F4767	247.1301	186.87	182.84	190.24	3789	1343494	0.89	0.98	143	1	1373419
F4768	247.1301	483.06	480.53	487.02	3789	5773224	1.0	0.83	107	1	5816521
F4769	247.1301	494.26	490.33	498.21	3789	4409362	1.0	0.97	63	1	4449097
F4770	293.1464	366.01	361.97	370.04	5038	8872223	1.0	0.94	512	1	8929901
F4771	293.1464	390.67	387.64	394.36	5038	1492478	0.95	0.99	21	1	1522426
F4772	293.1464	675.09	672.29	676.03	5038	1882248	0.97	0.88	235	1	1916670
F4773	271.0949	662.55	659.11	666.0	4393	51340153	0.89	0.85	14	1	51363153
F4775	271.1013	219.83	216.78	223.52	4394	2959023	1.0	1.0	368	1	2985759
F4776	293.1562	677.91	674.47	681.67	5041	12454054	1.0	0.94	915	1	12612926
F4778	219.2105	626.02	622.21	628.24	3161	3118697	1.0	0.97	8	1	3154853
F4779	219.2105	630.76	628.24	634.56	3161	4059926	1.0	0.96	10	1	4083797
F4780	219.2105	644.02	640.24	647.48	3161	1733972	0.77	0.89	3	1	1763040
F4781	219.2105	665.06	661.3	668.2	3161	3823272	1.0	0.92	7	1	3880778
F4783	247.1323	448.3	445.69	451.94	3790	17336133	1.0	0.99	187	1	17356133
F4784	247.1323	500.84	498.21	503.47	3790	3902561	1.0	0.94	14	1	3919561
F4786	247.1323	513.24	509.32	510.61	3790	1502179	0.81	0.87	7	1	223696
F4787	247.1323	514.55	513.89	517.16	3790	2574865	0.83	0.85	8	1	1389687
F4792	271.1169	480.53	476.7	484.36	4397	69213515	1.0	0.98	1286	1	69238515
F4793	247.1436	186.2	182.17	190.24	3791	296241014	1.0	1.0	3189	1	296266014
F4794	271.1248	657.24	655.67	660.99	4398	3986233	1.0	0.71	114	1	4111794
F4795	271.1301	517.48	513.57	521.39	4400	5665563	1.0	1.0	22	1	5721640
F4796	271.1301	566.14	562.26	570.0	4400	1753533	0.82	0.94	8	1	1787634
F4797	271.1301	573.83	570.0	577.6	4400	8432361	1.0	0.94	47	1	8464360
F4798	247.157	186.54	183.86	188.88	3793	1396354	1.0	0.98	149	1	1423391
F4799	271.1435	529.2	526.28	533.11	4401	2356638	1.0	0.96	31	1	2379449
F4800	293.1736	495.92	492.29	499.86	5043	5481557	1.0	0.98	7	1	5479831
F4801	293.1736	517.16	513.24	521.06	5043	4954659	0.94	0.93	4	1	4958630
F4802	293.1736	533.11	529.85	536.7	5043	2513579	0.76	0.91	3	1	2572997
F4804	293.1736	565.49	561.61	569.37	5043	6431443	1.0	0.97	7	1	6493709
F4806	293.1736	583.33	580.13	587.18	5043	3552203	0.82	0.91	4	1	3578015
F4807	293.1736	590.07	587.5	593.91	5043	3731626	0.83	0.94	4	1	3770376
F4808	293.1736	606.95	604.43	610.75	5043	2096103	0.78	0.93	3	1	2125915
F4809	293.1736	644.65	640.87	648.43	5043	2816425	0.92	0.95	10	1	2828662
F4810	293.1783	704.32	700.54	708.09	5044	4478276	1.0	0.94	313	1	4531525
F4811	271.1516	444.73	441.28	446.67	4402	1062318	0.85	0.8	63	1	1095303
F4812	293.187	593.27	589.43	597.12	5045	8612145	1.0	0.98	660	1	8664256
F4813	293.201	570.64	567.76	574.14	5047	10843299	1.0	0.97	1187	1	10864299
F4814	271.1534	486.36	483.06	490.33	4403	2902325	1.0	0.94	39	1	2929272
F4815	271.1534	521.39	517.81	525.3	4403	1651787	1.0	0.99	27	1	1685542
F4816	271.1646	353.94	351.6	357.27	4404	1295302	0.9	0.94	43	1	1313302
F4817	271.1646	366.01	361.97	370.04	4404	29905717	1.0	0.94	755	1	29930717
F4818	271.1646	374.75	372.73	377.77	4404	1087170	0.81	0.87	33	1	1103170
F4819	271.1646	390.67	387.31	394.7	4404	5236083	0.97	0.99	49	1	5259083
F4822	247.1691	570.95	567.44	574.77	3795	5616404	0.83	0.92	4	1	5686686
F4824	247.1691	582.37	580.13	585.57	3795	3811125	0.77	0.86	3	1	3823866
F4828	271.1875	512.26	509.64	516.18	4405	3373737	1.0	0.97	297	1	3394745
F4829	247.1729	163.07	158.94	167.18	3796	10200764	1.0	0.98	592	1	10279304
F4833	293.209	605.05	601.58	606.0	5048	6667291	0.77	0.74	6	1	6682291
F4835	293.209	615.85	612.99	617.12	5048	8947368	0.83	0.96	9	1	8961368
F4836	293.209	619.98	617.12	623.48	5048	30255183	1.0	0.94	27	1	30276183
