,mz,Bile_Acid_STD_HILICpos
938,148.0756378173828,938
939,148.08698272705078,939
940,148.09503936767578,940
941,148.09687042236328,941
942,148.11212158203125,942
943,148.9935073852539,943
944,149.0234146118164,944
945,149.05980682373047,945
946,149.07103729248047,946
947,149.08231353759766,947
948,149.0962371826172,948
949,149.10747528076172,949
950,149.132568359375,950
951,149.9565200805664,951
952,149.98816680908203,952
953,150.02672576904297,953
954,150.05512237548828,954
955,150.06627655029297,955
956,150.0739517211914,956
957,150.07477569580078,957
958,150.07620239257812,958
959,150.07754516601562,959
960,150.08545684814453,960
961,150.09144592285156,961
962,150.10264587402344,962
963,150.10484313964844,963
964,150.12784576416016,964
965,150.99136352539062,965
966,151.01568222045898,966
967,151.0503158569336,967
968,151.06153106689453,968
969,151.08079528808594,969
970,151.08665466308594,970
971,151.09745025634766,971
972,151.11181640625,972
973,151.1230010986328,973
974,151.99883270263672,974
975,152.0141830444336,975
976,152.05681610107422,976
977,152.07070922851562,977
978,152.08193969726562,978
979,152.0919189453125,979
980,152.09320831298828,980
981,152.10708618164062,981
982,152.1182861328125,982
983,152.1434783935547,983
984,152.54771423339844,984
985,152.9485626220703,985
986,152.99496841430664,986
987,153.01107788085938,987
988,153.0602035522461,988
989,153.0634765625,989
990,153.06627655029297,990
991,153.07405853271484,991
992,153.07723999023438,992
993,153.09097290039062,993
994,153.10234832763672,994
995,153.11361694335938,995
996,153.1387176513672,996
997,153.1467514038086,997
998,153.97886657714844,998
999,153.99339294433594,999
1000,154.00512313842773,1000
1001,154.01458740234375,1001
1002,154.04998016357422,1002
1003,154.06124877929688,1003
1004,154.0836181640625,1004
1005,154.0863494873047,1005
1006,154.09756469726562,1006
1007,154.13388061523438,1007
1008,154.1421356201172,1008
1009,154.15911865234375,1009
1010,154.94669342041016,1010
1011,154.9772720336914,1011
1012,154.9902572631836,1012
1013,155.042724609375,1013
1014,155.04521560668945,1014
1015,155.07015228271484,1015
1016,155.08162689208984,1016
1017,155.09288024902344,1017
1018,155.1067352294922,1018
1019,155.11795043945312,1019
1020,155.12909698486328,1020
1021,155.1543426513672,1021
1022,155.97422790527344,1022
1023,155.98078155517578,1023
1024,155.99047088623047,1024
1025,155.99362564086914,1025
1026,156.0093231201172,1026
1027,156.02921295166016,1027
1028,156.0655746459961,1028
1029,156.07691955566406,1029
1030,156.08483123779297,1030
1031,156.088134765625,1031
1032,156.10206604003906,1032
1033,156.11315155029297,1033
1034,156.12134552001953,1034
1035,156.1383514404297,1035
1036,156.14964294433594,1036
1037,156.15774536132812,1037
1038,156.1747817993164,1038
1039,156.97778701782227,1039
1040,156.9906463623047,1040
1041,157.00586700439453,1041
1042,157.03527069091797,1042
1043,157.0498046875,1043
1044,157.0608139038086,1044
1045,157.08333587646484,1045
1046,157.0973129272461,1046
1047,157.1011734008789,1047
1048,157.10503768920898,1048
1049,157.1336441040039,1049
1050,157.15309143066406,1050
1051,157.17000579833984,1051
1052,157.9744415283203,1052
1053,157.9885482788086,1053
1054,158.01260375976562,1054
1055,158.03484344482422,1055
1056,158.03857803344727,1056
1057,158.05614471435547,1057
1058,158.08136749267578,1058
1059,158.0925064086914,1059
1060,158.09642791748047,1060
1061,158.11771392822266,1061
1062,158.12881469726562,1062
1063,158.13712310791016,1063
1064,158.1540756225586,1064
1065,158.16532135009766,1065
1066,158.9125747680664,1066
1067,158.97238159179688,1067
1068,158.98629760742188,1068
1069,159.0310287475586,1069
1070,159.03977966308594,1070
1071,159.06597900390625,1071
1072,159.0765380859375,1072
1073,159.08789825439453,1073
1074,159.0916976928711,1074
1075,159.11294555664062,1075
1076,159.11702728271484,1076
1077,159.14925384521484,1077
1078,159.15738677978516,1078
1079,159.18565368652344,1079
1080,159.32455444335938,1080
1081,159.32820892333984,1081
1082,159.9692153930664,1082
1083,159.97003173828125,1083
1084,160.06069946289062,1084
1085,160.06174087524414,1085
1086,160.0718765258789,1086
1087,160.07573699951172,1087
1088,160.0797576904297,1088
1089,160.0870132446289,1089
1090,160.09686279296875,1090
1091,160.10816955566406,1091
1092,160.13333129882812,1092
1093,160.15264129638672,1093
1094,160.1809310913086,1094
1095,160.90149688720703,1095
1096,161.0557861328125,1096
1097,161.07107543945312,1097
1098,161.08232879638672,1098
1099,161.09221649169922,1099
1100,161.09595489501953,1100
1101,161.10350799560547,1101
1102,161.10750579833984,1102
1103,161.16492462158203,1103
1104,162.00879669189453,1104
1105,162.04085540771484,1105
1106,162.0582733154297,1106
1107,162.06619262695312,1107
1108,162.07625579833984,1108
1109,162.08748626708984,1109
1110,162.09141540527344,1110
1111,162.1026611328125,1111
1112,162.11256408691406,1112
1113,162.12791442871094,1113
1114,162.14901733398438,1114
1115,162.90704345703125,1115
1116,162.96907806396484,1116
1117,162.99785995483398,1117
1118,163.05023956298828,1118
1119,163.07154083251953,1119
1120,163.07546997070312,1120
1121,163.08673095703125,1121
1122,163.09784698486328,1122
1123,163.11191177368164,1123
1124,163.11599731445312,1124
1125,163.1230926513672,1125
1126,163.13292694091797,1126
1127,163.14827728271484,1127
1128,163.58522033691406,1128
1129,163.9684829711914,1129
1130,163.99053955078125,1130
1131,164.00690460205078,1131
1132,164.0670623779297,1132
1133,164.0707015991211,1133
1134,164.08194732666016,1134
1135,164.09185791015625,1135
1136,164.0930404663086,1136
