id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	Bile_Acid_STD_HILICpos
F1659	229.082	306.76	305.19	308.34	2100	1995271	1.0	0.94	131	1	2020628
F1660	192.1596	46.92	45.35	48.5	1543	25627340	1.0	0.98	410	1	25652340
F1661	192.1596	61.3	59.69	62.88	1543	4592872	0.95	0.79	69	1	4617872
F1662	225.1348	0.63	0.11	1.16	2046	1119895	1.0	0.88	225	1	1128897
F1664	192.9446	66.95	44.3	126.0	1544	38795982	0.96	0.76	4	1	39424404
F1666	192.9765	2.86	2.21	4.44	1546	2755500	1.0	0.79	257	1	2800887
F1668	204.2265	204.27	124.25	252.72	1749	108084889	1.0	0.71	178	1	109060257
F1669	192.9875	253.25	251.67	254.69	1547	1796449	0.89	0.92	113	1	1837625
F1672	229.1548	251.01	249.44	252.59	2104	2155882	0.78	0.79	6	1	2201899
F1673	229.1991	27.36	26.44	28.28	2105	2207252	1.0	0.99	253	1	2238866
F1677	225.9911	3.39	2.21	4.7	2056	1785236	1.0	0.96	134	1	1831771
F1678	193.0974	139.34	137.76	140.96	1549	2750933	0.76	0.98	30	1	2784071
F1679	193.1086	0.5	0.11	1.03	1550	5317841	1.0	0.89	283	1	5325841
F1681	230.0553	133.65	132.08	135.23	2110	4957219	1.0	0.99	319	1	5026836
F1682	230.1137	327.11	325.54	328.69	2112	2391039	0.89	0.8	8	1	2429295
F1683	230.1137	332.37	330.79	333.94	2112	3166013	1.0	0.96	12	1	3193588
F1684	193.1447	0.63	0.11	1.16	1553	3061976	1.0	0.97	557	1	3070980
F1685	193.1447	2.47	1.95	4.05	1553	1629775	1.0	0.78	212	1	1635280
F1686	193.1589	27.23	25.78	27.88	1554	1083577	1.0	0.99	133	1	1113865
F1688	193.163	46.66	45.74	48.23	1555	2098951	1.0	0.9	167	1	2118960
F1690	230.9958	362.3	360.86	363.88	2116	2106899	1.0	0.96	177	1	2141788
F1692	194.0539	2.21	1.68	3.78	1559	2193118	1.0	0.89	336	1	2194918
F1696	226.084	32.61	31.69	34.05	2064	1548836	1.0	0.99	163	1	1573269
F1703	231.1341	26.96	25.91	28.14	2120	6316617	1.0	1.0	753	1	6363160
F1704	231.1341	296.39	286.01	320.29	2120	12465820	0.97	0.79	26	1	12733298
F1705	231.1565	373.47	368.74	386.99	2121	6458190	0.74	0.89	17	1	6598245
F1706	231.9931	41.8	40.22	42.72	2122	2907223	1.0	0.95	45	1	2926573
F1707	231.9931	43.9	42.72	45.48	2122	3046843	1.0	0.89	34	1	3227352
F1708	226.1803	27.23	26.17	28.54	2069	29322304	1.0	0.98	3113	1	29341304
F1709	205.0446	273.8	272.23	275.38	1756	2027285	1.0	0.97	125	1	2105790
F1710	205.0482	2.86	2.21	4.44	1757	4511588	0.71	0.79	12	1	4549240
F1720	232.0523	133.79	132.21	135.4	2124	1506104	1.0	0.97	106	1	1527350
F1721	205.1086	0.5	0.24	1.03	1759	3651673	1.0	0.89	422	1	3658673
F1722	232.1189	0.63	0.24	1.16	2125	1175610	1.0	0.88	56	1	1183611
F1724	194.1095	249.7	248.13	249.18	1567	3235268	0.76	0.74	9	1	1394835
F1726	194.1095	253.12	252.06	253.9	1567	2496741	0.76	0.91	10	1	2452133
F1727	194.1095	254.56	253.9	255.22	1567	2106160	0.76	0.92	8	1	2264571
F1728	194.1095	257.22	255.65	257.88	1567	3622227	0.76	0.75	9	1	3669295
F1729	194.1095	258.54	257.88	259.59	1567	2737076	0.77	0.8	11	1	2694722
F1730	194.1095	261.82	260.24	262.87	1567	5146270	0.76	0.75	15	1	5071074
F1731	194.1095	264.05	262.87	264.18	1567	2493977	0.76	0.9	15	1	2503913
F1732	194.1095	266.32	265.4	267.24	1567	4949891	0.79	0.93	26	1	5188095
F1733	194.1095	268.68	267.24	269.21	1567	4345050	0.77	0.9	20	1	4400814
F1735	194.1095	271.7	271.05	272.49	1567	3875712	0.78	0.83	24	1	4009274
F1737	194.1095	276.56	274.98	277.35	1567	6896783	0.78	0.89	20	1	6920839
F1738	194.1095	278.14	277.35	279.45	1567	5994718	0.78	0.86	20	1	6143329
F1739	194.1095	283.52	282.86	285.1	1567	2595521	0.76	0.85	3	1	2633061
F1740	232.1405	396.71	391.85	407.61	2128	7133493	1.0	0.73	108	1	7269252
F1743	232.1553	0.5	0.11	1.03	2129	1182049	1.0	0.88	238	1	1190050
F1744	232.1553	2.34	1.81	3.39	2129	1010071	1.0	0.96	147	1	1035746
F1745	232.1553	285.36	283.26	289.3	2129	2722801	1.0	0.95	104	1	2769821
F1754	205.944	95.05	42.72	155.92	1762	50080398	0.88	0.84	4	1	50931974
F1755	227.064	281.02	279.45	282.6	2077	3319342	0.78	0.87	17	1	3339297
F1756	227.064	293.89	292.32	295.47	2077	4435899	0.91	0.8	25	1	4468669
F1758	227.0698	410.36	401.57	462.89	2078	76756761	1.0	0.81	35	1	77190015
F1768	194.1259	273.02	271.7	274.2	1570	2550232	0.71	0.76	4	1	2671902
F1772	194.1259	281.55	280.24	282.21	1570	2284776	0.71	0.85	4	1	2404777
F1792	227.1644	27.23	26.17	28.01	2082	1433076	1.0	0.99	164	1	1448082
F1793	233.1133	337.49	336.17	339.06	2134	1631745	0.71	0.94	32	1	1647454
F1795	227.1834	27.49	26.17	28.28	2084	3183695	1.0	0.98	364	1	3200700
F1796	194.1287	0.5	0.11	1.03	1571	10232175	1.0	0.9	134	1	10240175
F1802	228.0095	4.05	3.65	4.7	2087	572327	1.0	0.94	116	1	581331
F1806	206.1289	0.5	0.11	1.03	1772	5577522	1.0	0.93	1510	1	5585522
F1807	206.139	50.07	48.63	51.68	1773	3969854	1.0	0.99	73	1	4048948
F1808	206.1401	2.47	1.95	4.05	1774	1434254	1.0	0.87	159	1	1476411
F1810	233.9149	2.6	2.34	4.18	2137	24466443	0.82	0.71	14	1	24888231
F1817	278.8618	363.49	359.42	366.24	2579	5970721	1.0	0.92	199	1	6023738
F1819	278.9033	259.98	252.2	267.11	2580	8869642	1.0	0.95	54	1	9000832
F1821	251.1393	288.9	278.66	293.11	2335	7000338	1.0	0.89	114	1	7123774
F1822	234.0285	334.6	326.33	340.38	2143	5990221	1.0	0.88	114	1	6098196
F1824	279.0107	42.33	40.88	43.64	2583	1927978	1.0	0.87	52	1	2045860
F1826	279.1226	28.54	27.09	29.46	2585	3263139	1.0	0.95	332	1	3288565
F1829	279.1454	29.33	28.8	30.64	2586	2220783	1.0	0.94	313	1	2255521
F1831	279.1939	41.01	39.7	41.93	2587	1850737	1.0	0.98	187	1	1868747
F1832	206.9974	3.13	2.21	4.31	1777	980588	0.83	0.96	20	1	999776
F1833	279.2321	26.31	25.78	27.88	2589	1103410	1.0	0.8	135	1	1120417
F1834	234.16	0.63	0.11	1.16	2146	3248828	1.0	0.99	651	1	3257831
F1835	207.0437	3.26	2.34	4.57	1779	1560046	0.88	0.76	31	1	1610247
F1839	280.1148	37.99	37.07	39.44	2593	1921975	1.0	0.95	179	1	1959832
F1840	280.1695	42.19	40.62	43.77	2594	5636872	1.0	0.93	354	1	5621289
F1841	234.9295	360.33	358.76	361.91	2149	2507510	0.79	0.98	35	1	2520143
F1842	234.9295	364.54	362.96	366.11	2149	3295660	0.85	0.89	45	1	3371066
F1847	234.9918	41.67	40.36	42.85	2151	1735586	0.78	0.78	48	1	1782722
F1852	207.1603	0.63	0.11	1.16	1785	1974619	1.0	0.96	396	1	1983621
F1853	207.1603	2.47	1.95	3.65	1785	1107416	1.0	0.96	136	1	1121420
F1854	235.1187	0.37	0.11	0.9	2153	992616	1.0	0.85	103	1	1084058
F1855	280.9662	41.67	40.62	42.33	2598	1207962	1.0	0.96	169	1	1231436
F1856	280.9662	43.11	42.46	44.16	2598	1311755	1.0	0.9	183	1	1297545
F1857	235.1554	0.63	0.24	1.03	2155	4276267	1.0	0.77	1262	1	4283267
F1859	281.0514	25.91	24.86	27.23	2600	1635423	1.0	0.98	158	1	1654432
F1861	281.1174	26.57	25.39	28.01	2601	8023307	1.0	1.0	892	1	8044315
F1862	281.1293	29.33	28.8	30.38	2602	2484064	1.0	0.97	449	1	2497071
F1863	281.1384	28.8	27.23	30.38	2604	326685894	1.0	0.98	30528	1	326710894
F1867	252.1342	0.37	0.11	0.9	2347	1123055	1.0	0.86	245	1	1229765
F1870	235.9131	3.13	2.34	4.7	2157	25222543	0.83	0.91	15	1	25623271
F1875	235.9888	42.19	40.62	43.77	2159	34622367	0.86	0.85	17	1	34647367
F1879	282.1198	239.07	237.49	240.64	2611	6878017	0.93	0.98	352	1	6905687
F1880	282.1417	28.8	27.23	30.38	2612	51931410	1.0	0.98	5080	1	51956410
F1882	208.1544	58.51	56.93	60.08	1795	5293797	1.0	0.99	54	1	5347027
F1883	236.0322	3.0	2.34	4.31	2161	1791942	0.93	0.84	8	1	1815222
F1884	236.0322	4.83	4.31	6.18	2161	1556955	0.84	0.77	8	1	1571777
F1885	252.1442	324.88	314.25	335.52	2348	315718814	1.0	0.96	70	1	315881814
F1888	236.1395	0.63	0.11	1.03	2164	2935039	1.0	0.95	612	1	3062660
F1889	208.1698	27.23	25.91	28.41	1797	4131371	1.0	1.0	30	1	4140896
F1891	252.2184	488.75	441.09	490.59	2353	19968417	0.79	0.92	3	1	20354112
F1892	252.2184	499.39	490.59	501.1	2353	28524315	0.76	0.94	3	1	8721157
F1893	252.9775	41.8	40.22	42.46	2354	4349462	1.0	0.95	47	1	4257808
F1895	252.9775	362.04	360.47	363.62	2354	7076224	1.0	0.98	413	1	7184843
F1899	283.1662	293.24	291.66	294.81	2620	2372035	0.76	0.97	124	1	2397971
F1900	236.9473	361.25	359.68	362.7	2171	6158898	0.88	0.97	98	1	6182915
F1901	236.9473	363.22	362.7	364.8	2171	4205627	0.84	0.9	94	1	4243968
F1905	236.9866	41.54	40.49	42.06	2174	1087739	0.83	0.95	64	1	1100743
F1906	236.9866	43.9	43.64	45.48	2174	1167488	0.75	0.77	70	1	1316729
F1912	253.0218	60.64	60.22	61.17	2356	1289695	0.8	0.88	38	1	1297698
F1928	253.0795	267.37	261.29	271.05	2358	4770414	1.0	0.97	13	1	4869885
F1935	253.1242	47.18	46.0	48.5	2359	2573269	1.0	0.96	301	1	2593277
F1936	284.2698	2.47	1.81	4.05	2628	1814139	1.0	0.81	230	1	1803512
F1938	253.1476	324.62	323.04	326.19	2361	18384416	0.86	0.99	56	1	18491754
F1940	285.0381	278.14	276.56	279.71	2630	5568356	1.0	0.92	309	1	5637174
F1944	285.1421	35.1	33.79	36.68	2631	1621985	1.0	0.94	167	1	1644993
F1945	237.1025	29.72	28.93	31.3	2176	4983016	1.0	0.96	560	1	5027774
F1946	285.1597	31.3	30.25	32.87	2632	1777478	1.0	0.91	220	1	1798486
F1948	253.1801	26.83	25.78	28.01	2363	1971789	1.0	0.97	196	1	1989798
F1950	286.1437	27.75	26.44	28.28	2636	1226822	1.0	0.88	186	1	1241828
F1951	286.1511	306.5	304.92	307.16	2637	1539955	0.77	0.86	11	1	1563984
F1952	286.1511	309.12	307.55	310.7	2637	6381000	1.0	0.96	43	1	6459673
F1954	286.2014	26.7	26.17	27.88	2638	966341	1.0	0.97	120	1	980346
F1955	237.1713	0.5	0.11	1.03	2178	1976449	1.0	0.95	396	1	1984451
F1957	237.1851	26.83	25.91	27.75	2179	1938788	1.0	0.97	215	1	1953794
F1958	287.0335	278.14	276.56	279.71	2642	2016509	1.0	0.94	112	1	2065972
F1961	287.1005	31.16	30.38	32.61	2644	1448124	1.0	0.97	157	1	1478642
F1962	209.1399	0.76	0.11	1.03	1807	5934362	1.0	0.8	595	1	5942362
F1964	209.1537	27.23	26.17	28.14	1808	12655902	1.0	0.98	1369	1	12671902
F1965	253.2387	2.34	1.81	3.65	2366	2946752	1.0	0.91	26	1	2925108
F1973	237.9114	3.26	1.68	4.83	2182	6926397	1.0	0.9	22	1	6983347
F1974	253.974	362.17	360.6	363.75	2369	4629240	0.81	0.98	228	1	4685399
F1975	237.9454	362.57	359.15	367.82	2183	5283036	1.0	0.91	36	1	5351815
F1976	209.177	2.47	1.95	3.65	1811	975825	1.0	0.86	16	1	989831
F1977	209.177	27.23	26.44	28.14	1811	1797217	1.0	0.99	223	1	1811224
F1980	237.9841	42.19	40.62	43.64	2186	14377610	0.84	0.89	16	1	14401610
F1982	254.115	64.19	62.61	65.76	2373	23939517	1.0	0.97	1423	1	23964517
F1984	288.1814	26.96	25.91	28.28	2651	2119106	1.0	0.96	185	1	2151437
F1986	254.1493	0.63	0.24	1.16	2374	2401114	1.0	0.93	506	1	2531008
F1987	254.1493	324.09	320.42	329.08	2374	3314484	0.97	0.97	52	1	3378900
F1989	254.2115	27.09	26.44	28.14	2377	1421241	1.0	0.99	187	1	1453107
F1992	289.0071	43.9	44.03	45.48	2655	27191814	0.81	0.77	11	1	15645221
F1993	238.0274	1.95	1.03	2.34	2188	19287446	1.0	0.72	10	1	19298446
F1994	238.0274	4.05	2.47	5.66	2188	53331172	0.83	0.82	7	1	53356172
F1997	255.1185	63.79	62.22	65.37	2381	2837088	1.0	0.9	186	1	2884888
F2001	238.1075	329.87	328.3	331.45	2190	8797776	1.0	0.96	555	1	8895843
F2002	238.1075	337.09	336.17	338.14	2190	1985931	0.82	0.98	45	1	2065596
F2003	255.1591	26.83	25.65	28.01	2384	1880843	1.0	0.95	151	1	1899852
F2005	210.0426	3.0	2.08	4.57	1818	1491468	1.0	0.74	119	1	1541432
F2006	210.0759	307.55	306.1	309.78	1819	2577572	1.0	0.84	98	1	2614872
F2007	255.1705	229.61	128.76	245.89	2385	44633237	1.0	0.78	14	1	45509812
F2010	210.0974	309.12	307.55	310.7	1820	10913848	1.0	0.98	156	1	11023663
F2012	255.1957	26.44	25.78	27.75	2387	1554694	1.0	0.95	175	1	1570700
F2013	289.9743	41.67	40.75	42.33	2664	925676	1.0	0.9	131	1	1005038
F2014	255.2795	2.34	1.81	3.26	2388	1316845	1.0	0.98	212	1	1363186
F2015	238.1287	296.78	283.26	303.35	2192	14163041	1.0	0.88	25	1	14317099
F2016	290.0081	42.19	40.62	43.77	2665	4748077	0.88	0.89	12	1	4838503
F2017	255.9639	41.8	40.22	42.46	2389	1140039	1.0	0.86	119	1	1176197
F2018	255.9639	43.11	42.46	43.64	2389	666567	1.0	0.9	135	1	676572
F2020	210.1237	310.96	309.52	312.54	1822	2376520	0.8	0.74	10	1	2400520
F2025	290.1752	113.67	112.1	115.25	2669	9584815	1.0	1.0	616	1	9571697
F2026	238.1552	0.5	0.11	1.16	2194	2500709	1.0	0.99	501	1	2509713
F2033	291.0053	41.14	40.36	41.8	2673	1170572	0.89	0.97	40	1	1187205
F2035	291.1786	113.8	112.23	115.25	2674	1401797	1.0	0.97	103	1	1443594
F2036	291.2531	27.88	26.44	28.54	2675	2967366	1.0	0.98	308	1	2996996
F2041	256.0378	3.92	2.34	5.39	2393	3771165	0.86	0.86	18	1	3772007
F2042	238.9429	363.22	358.5	367.69	2198	5345536	1.0	0.92	128	1	5428418
F2043	256.0817	251.67	250.1	253.25	2394	2222930	1.0	0.85	11	1	2307645
F2044	239.0103	2.21	1.68	3.26	2200	1582615	1.0	0.92	235	1	1553360
F2049	256.1177	302.82	301.25	304.4	2396	18130457	0.96	0.97	30	1	18166629
F2053	239.0793	32.74	31.43	34.32	2204	14847027	1.0	0.98	1630	1	14870027
F2055	316.212	29.72	28.8	31.3	2826	6905890	1.0	0.99	681	1	7014013
F2056	239.1062	265.1	263.53	266.71	2205	7386272	0.79	0.96	13	1	7448661
F2058	293.0016	41.14	40.09	42.72	2681	31624527	0.97	0.74	23	1	31645527
F2059	293.0016	43.64	42.72	44.95	2681	30402721	0.92	0.84	20	1	30420721
F2064	293.1741	0.5	0.11	1.16	2684	36396184	1.0	0.98	4391	1	36405184
F2066	293.8961	87.43	69.83	115.55	2685	22494614	0.98	0.81	6	1	22856272
F2075	256.1695	40.49	38.91	42.06	2399	4872131	1.0	0.98	7	1	4912866
F2079	317.0128	409.31	403.53	432.95	2830	10855216	1.0	0.71	42	1	11080881
F2080	239.1644	26.83	26.04	27.88	2209	996125	1.0	0.96	111	1	1011129
F2082	294.0047	43.64	42.59	45.21	2687	1791801	1.0	0.83	86	1	1877244
F2085	317.1499	26.83	25.91	27.62	2832	1005665	1.0	0.98	142	1	1019671
F2086	317.1596	40.09	38.91	41.54	2833	1684198	1.0	0.98	144	1	1705206
F2088	294.1549	26.83	26.04	27.88	2690	2041297	1.0	0.99	242	1	2056305
F2089	318.1911	26.57	25.52	28.14	2835	4572945	1.0	0.9	390	1	4616266
F2091	319.1613	328.82	327.25	330.4	2837	3284692	1.0	0.96	210	1	3328923
F2093	319.1864	26.31	25.78	26.96	2838	621445	1.0	0.98	116	1	644154
F2097	295.0902	251.93	250.36	253.51	2697	2506866	0.8	0.93	13	1	2541313
F2098	295.1176	28.54	27.23	29.98	2699	30797505	1.0	0.99	2923	1	30819505
F2099	320.2069	27.88	26.44	28.41	2841	1884834	1.0	0.92	259	1	1875652
F2100	240.0051	2.73	1.95	4.18	2215	1883762	1.0	0.71	13	1	1898392
F2101	295.1806	63.79	62.22	65.11	2701	2037342	0.9	0.91	134	1	2081529
F2102	321.2577	157.36	155.78	158.94	2842	3379326	1.0	1.0	255	1	3439560
F2103	295.227	26.7	25.78	27.88	2702	1062142	1.0	0.96	120	1	1111810
F2107	321.9806	481.27	453.69	488.49	2843	21930030	0.92	0.72	7	1	22189471
F2109	240.0828	32.61	31.82	33.66	2219	872081	1.0	0.99	107	1	898648
F2110	322.0778	26.04	24.6	27.36	2844	13195092	1.0	0.98	1316	1	13217092
F2112	296.306	2.47	1.95	3.52	2705	1318246	0.73	0.95	162	1	1331252
F2115	322.1861	27.36	26.44	28.14	2846	1488368	1.0	0.99	191	1	1526310
F2116	257.1214	303.48	301.9	305.05	2406	1756762	0.86	0.93	107	1	1757148
F2117	240.1342	0.5	0.11	1.03	2222	1711205	1.0	0.97	343	1	1719207
F2118	240.1595	140.26	138.68	141.87	2223	3990540	1.0	0.99	241	1	4043391
F2120	297.0825	26.04	24.73	27.62	2707	8625275	1.0	1.0	846	1	8666431
F2121	322.8477	3.26	2.34	4.83	2847	1969365	0.72	0.88	5	1	2003825
F2122	257.9324	362.44	360.86	364.01	2410	5471966	0.92	0.97	270	1	5535456
F2124	258.0285	335.91	323.31	341.82	2411	8474880	1.0	0.91	152	1	8625669
F2125	297.2421	26.44	25.78	27.75	2710	1329481	1.0	0.98	151	1	1354786
F2126	323.0776	25.91	24.47	27.36	2849	2349776	1.0	0.99	242	1	2372783
F2128	324.0747	26.17	24.73	26.96	2852	1235269	1.0	0.93	130	1	1269358
F2129	258.0585	31.95	30.9	33.53	2413	3980413	1.0	0.99	404	1	4001423
F2131	258.1101	326.98	325.41	328.56	2414	7799529	0.84	0.98	201	1	7825520
F2132	240.2184	497.03	475.36	510.03	2228	22169982	1.0	0.92	143	1	22439767
F2133	324.1375	31.56	30.64	33.13	2854	1445642	1.0	0.88	142	1	1482713
F2135	298.0832	26.17	24.99	27.75	2714	2022722	1.0	0.8	163	1	2089800
F2136	298.3465	41.54	39.96	42.19	2716	1265736	1.0	0.93	103	1	1346070
F2137	258.1702	26.96	25.91	28.14	2416	3020010	1.0	0.99	336	1	3038015
F2139	258.2066	26.83	26.04	27.75	2417	910061	1.0	0.99	111	1	924067
F2140	324.846	3.13	2.21	4.7	2856	2497017	0.89	0.77	4	1	2528921
F2144	258.9295	359.94	358.63	361.52	2418	5810514	0.72	0.92	10	1	5870307
F2145	258.9295	364.54	362.96	366.11	2418	7692115	0.77	0.9	10	1	7776542
F2150	299.0618	25.91	24.6	27.36	2718	1909848	1.0	0.99	190	1	1931860
F2153	241.0021	2.34	1.81	3.92	2233	2885673	1.0	0.81	10	1	2916131
F2155	325.171	47.84	46.53	49.42	2858	14228178	1.0	0.99	1309	1	14251178
F2156	241.0084	2.34	1.81	3.39	2234	861208	1.0	0.92	105	1	874214
F2157	259.0166	0.63	0.11	1.29	2420	1865584	1.0	0.92	375	1	1875586
F2158	326.1712	313.59	312.01	315.16	2859	2787569	1.0	0.96	157	1	2851710
F2159	326.1744	47.84	46.66	49.15	2860	2307812	1.0	0.99	229	1	2339038
F2160	299.1106	26.83	26.17	27.75	2719	1142853	1.0	0.99	155	1	1155857
F2163	326.92	1.42	0.37	1.95	2862	202190802	1.0	0.92	48247	1	202203802
F2165	327.2527	25.91	24.86	27.23	2867	1164616	1.0	0.96	113	1	1202364
F2166	327.2527	29.06	27.49	30.38	2867	4887486	1.0	0.98	546	1	4891593
F2167	327.3371	114.85	113.28	116.47	2868	49146433	0.77	0.97	6	1	55320284
F2168	327.9182	1.42	0.5	2.08	2869	146295476	1.0	0.97	36210	1	146308476
F2174	327.9415	362.17	360.6	363.75	2870	9921402	1.0	0.95	45	1	10012801
F2175	327.9415	370.31	368.74	371.89	2870	3896950	0.74	0.88	19	1	3934632
F2176	327.9936	42.72	41.14	44.3	2872	5113258	1.0	0.84	267	1	5222623
F2177	260.1503	0.63	0.11	1.03	2429	2287495	1.0	0.94	311	1	2380172
F2178	328.0306	270.0	268.42	271.57	2874	1988389	1.0	0.96	146	1	2037308
F2179	260.1647	57.98	56.41	59.56	2430	11813297	1.0	0.99	811	1	11895209
F2181	299.9865	410.1	403.53	444.24	2723	16185410	1.0	0.77	40	1	16481852
F2182	328.198	292.71	291.14	294.29	2875	8707695	1.0	0.97	458	1	8802765
F2183	328.198	299.41	297.83	300.98	2875	4057485	0.95	0.93	83	1	4127131
F2184	328.2482	26.44	25.78	27.49	2876	915281	1.0	0.97	126	1	929285
F2187	300.181	0.37	0.11	0.9	2726	1036459	1.0	0.88	208	1	1043463
F2188	328.3405	114.85	113.28	116.47	2877	10211775	0.71	0.97	5	1	11289731
F2190	328.9152	1.16	0.11	2.6	2879	423829779	1.0	0.97	163944	1	1588332155
F2191	328.9685	41.67	40.49	42.19	2881	754230	1.0	0.98	100	1	768237
F2195	261.0881	265.53	264.31	267.11	2434	2869421	0.87	0.83	46	1	2914323
F2196	261.0881	281.02	279.45	282.6	2434	2318782	0.74	0.91	10	1	2339288
F2197	329.1572	30.11	29.46	31.69	2882	2557613	1.0	0.92	277	1	2576542
F2198	329.936	1.68	1.42	2.21	2885	1807394	1.0	0.87	362	1	1814396
F2199	329.936	3.52	2.21	4.57	2885	1207220	0.91	0.98	128	1	1212854
F2200	329.936	362.17	360.6	363.75	2885	4665121	1.0	0.96	252	1	4721119
F2201	300.3092	116.07	114.46	117.65	2729	14170317	0.74	0.96	5	1	15699031
F2202	329.9889	41.93	40.49	43.51	2886	76187122	0.86	0.86	283	1	76211122
F2210	241.1801	26.83	25.91	27.75	2242	838655	1.0	0.99	100	1	877258
F2212	301.1371	56.28	54.7	57.85	2732	6060887	1.0	0.96	370	1	6134738
F2213	261.1676	57.98	56.67	59.3	2437	1734745	1.0	0.99	146	1	1777402
F2214	301.9043	1.29	0.9	1.95	2735	69643009	1.0	0.81	15828	1	69652009
F2218	241.9991	2.73	1.95	4.31	2247	4066051	1.0	0.72	274	1	4105194
F2223	302.1971	26.7	25.78	28.28	2740	2366001	1.0	0.97	232	1	2386010
F2225	302.2479	36.55	35.37	38.12	2742	9991797	1.0	0.91	1009	1	10013797
F2226	262.1656	0.63	0.11	1.29	2440	2233149	1.0	0.97	298	1	2243153
F2228	262.1656	27.75	26.7	28.28	2440	1133757	1.0	0.98	185	1	1130204
F2230	331.9843	42.59	41.01	44.16	2896	5896331	1.0	0.87	365	1	5907244
F2233	332.207	27.09	26.31	28.01	2897	961931	1.0	0.99	114	1	975937
F2234	332.8966	361.78	360.2	362.7	2898	5422507	1.0	0.91	334	1	5427550
F2235	332.8966	363.22	362.7	364.8	2898	3725945	1.0	0.78	323	1	3863177
F2237	263.028	409.44	402.22	410.1	2444	34245633	1.0	0.81	93	1	5296932
F2238	263.028	411.81	410.1	460.39	2444	29102790	1.0	0.94	91	1	29496040
F2239	303.1411	312.93	311.36	314.51	2747	5593699	1.0	0.96	64	1	5588617
F2240	303.2515	36.55	35.5	38.12	2748	1879798	1.0	0.95	180	1	1909485
F2241	242.0288	295.99	287.59	311.36	2249	11460277	1.0	0.8	31	1	11634285
F2243	304.1617	308.99	307.42	310.31	2750	2286713	1.0	0.97	172	1	2302074
F2246	263.1278	26.31	24.99	27.36	2447	3423201	1.0	0.92	401	1	3442201
F2247	263.1278	28.67	27.36	30.11	2447	13315243	1.0	0.92	1640	1	13337243
F2251	304.1762	26.96	25.91	28.14	2751	1706735	1.0	0.94	13	1	1724743
F2255	242.2592	2.47	1.95	3.52	2255	838717	1.0	0.92	143	1	851722
F2257	304.2124	27.36	26.44	28.14	2753	1329444	1.0	0.99	170	1	1314201
F2259	242.2844	69.57	68.0	71.15	2256	11309585	1.0	0.99	435	1	11408663
F2260	334.1861	27.49	26.83	28.28	2907	892530	1.0	1.0	131	1	904536
F2261	264.0901	26.04	24.86	27.36	2452	3514899	1.0	0.99	351	1	3543074
F2264	304.3	47.05	45.48	48.63	2755	5583840	1.0	1.0	203	1	5626751
F2265	264.171	0.37	0.11	0.9	2454	1328941	1.0	0.96	283	1	1417548
F2266	264.171	122.02	120.44	123.6	2454	2346322	1.0	0.98	123	1	2379187
F2269	335.3171	2.34	1.81	3.78	2913	1913042	0.75	0.83	277	1	1974045
F2271	243.9794	41.8	40.22	42.46	2263	6296065	0.85	0.93	13	1	6307910
F2272	243.9794	43.51	42.46	44.95	2263	8028059	0.85	0.93	12	1	8050983
F2273	264.2073	243.92	158.15	245.5	2456	38457705	0.97	0.75	10	1	33524618
F2274	264.2073	246.55	245.5	253.9	2456	5718252	0.97	0.97	10	1	5808116
F2277	336.2018	27.23	26.44	28.14	2916	924491	1.0	0.96	119	1	938498
F2278	336.3109	0.63	0.11	1.16	2917	17657467	1.0	0.98	5312	1	17666467
F2279	336.3262	27.75	26.7	28.14	2918	930117	1.0	0.85	119	1	996880
F2280	264.9763	417.19	401.3	464.86	2458	44271322	1.0	0.77	29	1	44766057
F2284	305.1163	220.81	142.01	297.96	2756	57934578	1.0	0.76	7	1	59135314
F2285	305.3035	46.79	46.26	47.71	2757	650875	1.0	0.95	106	1	672897
F2286	337.2122	92.68	91.11	94.26	2921	7355342	0.88	0.97	388	1	7395043
F2287	244.034	32.61	31.56	34.05	2267	2805878	1.0	1.0	298	1	2830664
F2288	265.0072	42.59	41.01	44.03	2459	26148122	0.73	0.8	12	1	26172122
F2290	244.0438	38.26	36.81	39.7	2268	1741691	1.0	0.95	173	1	1764700
F2291	305.8995	1.55	0.76	1.68	2759	27791624	1.0	0.75	7397	1	27799624
F2294	265.1046	299.41	297.83	300.85	2460	1530772	1.0	0.94	87	1	1556110
F2295	306.0487	270.26	268.68	271.83	2761	4462247	1.0	0.97	273	1	4492151
F2296	265.1118	218.06	216.48	219.63	2461	4658332	0.96	0.93	225	1	4703086
F2297	265.1184	31.3	30.25	32.87	2462	3555083	1.0	0.98	357	1	3576296
F2299	338.0156	411.94	411.54	412.6	2926	3651212	0.71	0.87	4	1	3613741
F2311	244.1188	313.2	311.62	314.77	2271	3489534	0.78	0.91	6	1	3518666
F2312	338.3418	27.23	26.17	28.28	2927	3339491	1.0	0.98	366	1	3356496
F2314	244.1292	320.81	319.24	322.39	2272	3662554	0.78	0.94	8	1	3652648
F2315	244.1292	326.72	325.28	328.3	2272	3761919	0.78	0.72	10	1	3794417
F2316	244.1333	27.88	27.09	28.41	2273	1559179	1.0	0.99	285	1	1570182
F2318	307.2856	2.47	1.95	3.78	2765	2117490	1.0	0.97	278	1	2092867
F2319	265.2165	26.44	25.78	27.62	2464	937642	1.0	0.97	101	1	952648
