id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	Bile_Acid_STD_HILICpos
F2848	503.2751	29.06	28.14	30.64	3486	42652108	1.0	0.94	4839	1	42672108
F2851	503.7535	1.29	0.76	1.81	3488	28631742	1.0	0.89	7614	1	28640742
F2854	639.3118	25.78	24.99	26.04	3795	5334850	0.71	0.73	1169	1	5343850
F2855	639.3408	25.65	24.73	26.96	3796	4141848	1.0	0.98	466	1	4159855
F2856	642.6033	25.39	24.73	25.91	3798	8730670	1.0	0.98	1590	1	8740670
F2858	643.6069	25.52	24.47	27.09	3799	4532059	1.0	0.97	569	1	4553068
F2860	505.8288	361.78	360.33	363.35	3493	1900653	1.0	0.94	129	1	1949687
F2861	644.4934	0.5	0.11	1.16	3800	48900628	1.0	0.96	2411	1	48909628
F2863	645.4968	0.63	0.11	1.16	3801	15719040	1.0	0.98	4073	1	15728040
F2864	646.2564	25.65	24.6	26.96	3802	4675045	1.0	0.99	519	1	4721756
F2866	508.3745	157.23	155.92	158.54	3497	1997450	1.0	0.98	209	1	1996215
F2868	386.9689	299.67	299.01	300.72	3148	1152660	0.74	0.86	3	1	1140578
F2869	386.9689	301.38	300.72	302.17	3148	1028631	0.73	0.9	3	1	998558
F2870	386.9689	304.27	303.48	305.05	3148	990712	0.74	0.91	4	1	913671
F2871	386.9689	311.36	310.18	312.41	3148	944745	0.73	0.85	3	1	936952
F2877	386.9689	384.5	383.71	385.02	3148	4699190	0.81	0.78	3	1	4666488
F2887	647.5587	25.39	24.6	26.96	3805	13537555	1.0	0.92	1418	1	13556555
F2888	555.1767	26.04	25.26	27.36	3584	14971568	1.0	0.93	1886	1	14988568
F2889	510.2593	157.62	156.05	159.2	3500	18527024	1.0	0.97	1220	1	18552024
F2890	511.2626	157.36	155.78	158.94	3501	5177860	1.0	0.98	338	1	5238670
F2891	512.4158	0.5	0.11	1.16	3502	74586858	1.0	0.96	10434	1	74595858
F2892	514.3164	29.33	28.41	30.64	3503	16857738	1.0	0.77	1757	1	16875738
F2912	515.2756	26.83	25.65	27.75	3505	6767791	1.0	1.0	885	1	6834368
F2913	387.1799	28.93	28.14	30.51	3151	32540643	1.0	0.91	3383	1	32559643
F2914	387.1934	29.72	29.06	31.3	3152	14031536	1.0	0.94	1790	1	14049536
F2915	515.3192	29.19	28.8	30.64	3506	2574107	1.0	0.72	319	1	2728542
F2916	516.2788	26.7	25.91	27.36	3507	1248062	1.0	0.95	195	1	1311679
F2917	387.3106	32.87	31.43	34.32	3153	2858574	1.0	1.0	61	1	2905494
F2918	516.2962	28.93	28.14	30.51	3508	5468750	1.0	0.89	568	1	5557311
F2919	387.953	2.86	2.34	12.35	3154	3527249	1.0	0.79	53	1	3616056
F2920	517.3855	26.96	26.31	27.49	3510	687701	1.0	0.95	117	1	724699
F2921	518.369	25.78	24.86	27.36	3511	22696984	1.0	0.99	2636	1	22716984
F2924	648.5623	25.39	24.6	26.96	3807	4539801	1.0	0.91	569	1	4562728
F2925	519.1391	25.52	24.6	26.96	3513	2655827	1.0	0.94	278	1	2709551
F2926	519.2402	0.5	0.11	1.29	3514	72439119	1.0	0.97	17006	1	72449119
F2927	519.3722	25.91	24.73	27.49	3515	6870663	1.0	1.0	724	1	6913523
F2929	520.8323	259.06	251.93	262.34	3517	4448936	1.0	0.9	46	1	4526976
F2930	521.8583	361.91	360.47	362.7	3518	1081431	1.0	0.98	124	1	1136184
F2932	649.5656	25.65	24.73	26.17	3809	695004	1.0	0.85	103	1	707010
F2934	523.3243	26.44	24.99	27.36	3520	2008919	1.0	0.74	205	1	2065464
F2937	556.1739	26.04	25.26	27.23	3587	9139888	1.0	0.95	1132	1	9155888
F2938	556.2761	26.04	25.26	27.49	3588	2523395	1.0	0.97	292	1	2560087
F2939	556.4422	0.5	0.11	1.16	3589	76450942	1.0	0.98	18897	1	76459942
F2944	557.1746	26.04	24.99	27.49	3591	3346794	1.0	0.99	390	1	3366802
F2945	388.1713	291.79	273.28	301.64	3156	18182434	1.0	0.93	94	1	18405610
F2946	388.1835	29.33	28.8	30.9	3157	3894892	1.0	0.96	494	1	3918892
F2947	388.1966	29.98	29.46	31.3	3158	1917697	1.0	0.96	290	1	1939572
F2952	653.4413	25.78	24.73	27.36	3812	4110634	1.0	0.97	430	1	4141641
F2953	653.5716	26.17	25.26	26.96	3813	2146085	1.0	0.98	334	1	2112867
F2954	388.3422	0.5	0.11	1.16	3160	34540284	1.0	0.98	8589	1	34549284
F2955	654.3323	25.78	24.73	27.36	3814	172091028	1.0	0.98	19870	1	172112028
F2956	655.3357	25.78	24.73	27.36	3815	61572317	1.0	0.98	7206	1	61593317
F2957	655.5993	25.39	24.6	26.96	3816	1892264	1.0	0.94	220	1	1911272
F2958	656.3387	25.78	25.26	26.7	3817	11393890	1.0	0.86	1677	1	11405890
F2959	658.2923	25.65	24.34	26.96	3818	4169130	1.0	1.0	446	1	4176559
F2960	660.3074	25.39	24.47	26.04	3819	1079801	1.0	0.98	151	1	1092806
F2962	388.9497	3.39	2.21	4.97	3161	4271853	1.0	0.76	11	1	4262275
F2964	660.5776	26.17	25.65	27.49	3820	8942018	1.0	0.83	1098	1	8957018
F2965	558.2967	26.83	26.31	27.75	3594	931098	1.0	0.99	134	1	970178
F2966	661.581	26.31	25.26	27.62	3821	3351095	1.0	0.97	383	1	3370102
F2967	526.2333	157.49	156.05	159.07	3523	2078294	1.0	0.96	170	1	2118979
F2968	526.8746	2.86	2.34	3.52	3524	1162304	1.0	0.96	219	1	1190413
F2969	558.8169	259.06	252.72	263.79	3595	4726373	1.0	0.88	107	1	4800129
F2970	527.2825	250.49	249.18	251.67	3525	1242204	0.93	0.84	100	1	1242008
F2971	559.3957	25.91	24.6	27.49	3597	5166987	1.0	0.99	484	1	5208685
F2973	390.3219	28.67	27.49	29.46	3168	4981907	1.0	0.99	580	1	5086099
F2976	559.8757	2.73	2.08	4.31	3599	3396164	1.0	0.87	465	1	3397666
F2977	530.869	2.73	2.21	3.92	3527	1194917	1.0	0.91	140	1	1208922
F2978	663.454	25.39	23.94	26.96	3822	282641347	1.0	0.95	8	1	354432495
F2980	663.4794	25.78	25.12	26.44	3823	1041199	1.0	0.72	142	1	1095897
F2983	560.3987	26.04	25.12	26.83	3601	1013293	1.0	0.95	129	1	1044717
F2985	531.2745	26.04	24.99	27.09	3529	30504219	1.0	0.99	3376	1	30521219
F2990	392.1858	32.35	31.3	33.92	3175	6036885	1.0	0.98	578	1	6066572
F2993	392.2275	27.36	26.17	28.14	3176	1502818	1.0	0.98	160	1	1538390
F2994	392.3133	27.75	27.09	28.28	3177	895889	1.0	0.99	171	1	905892
F2995	561.2704	0.63	0.11	1.03	3604	24143429	1.0	0.92	5925	1	24151429
F2996	664.4573	25.39	23.94	26.96	3824	128492645	1.0	0.95	8	1	161392374
F2997	393.1891	32.21	31.16	33.66	3178	1734695	1.0	0.98	167	1	1763185
F2998	394.3218	218.71	217.14	220.29	3180	7000296	0.96	0.98	26	1	7044281
F2999	394.3531	27.75	26.31	28.54	3181	3045052	1.0	0.98	345	1	3063059
F3000	395.2059	26.17	25.26	27.75	3182	2218889	1.0	0.94	206	1	2238896
F3002	395.2771	28.41	27.49	29.59	3183	14657724	1.0	0.92	1952	1	14674724
F3003	396.3953	27.23	26.31	28.14	3186	1673722	1.0	0.92	199	1	1718580
F3007	665.4605	25.39	23.94	26.96	3825	35729376	1.0	0.94	9	1	38826859
F3008	668.3475	26.04	25.12	27.36	3827	1890539	1.0	0.91	262	1	1937578
F3015	670.4678	25.78	24.73	27.36	3830	19205637	1.0	0.96	2099	1	19226637
F3017	671.4709	25.78	24.73	27.23	3831	7466464	1.0	0.98	798	1	7477324
F3018	672.2721	25.65	24.73	27.09	3832	10012936	1.0	0.97	1085	1	10031936
F3019	674.2875	25.39	24.47	26.96	3833	55559795	1.0	0.96	6481	1	55579795
F3020	675.2607	25.91	24.73	27.49	3834	4843910	1.0	0.97	477	1	4874438
F3021	675.2907	25.52	24.6	26.83	3835	15421225	1.0	0.95	1721	1	15439225
F3022	677.3354	25.52	24.6	26.17	3836	896072	1.0	0.84	126	1	909077
F3023	678.3326	25.78	24.99	27.23	3837	4748939	1.0	0.98	551	1	4804875
F3024	679.3347	25.91	24.73	26.83	3838	1602822	1.0	0.99	192	1	1619828
F3025	679.3646	25.91	24.6	26.83	3839	1540071	1.0	0.87	169	1	1558079
F3026	536.1656	25.39	23.94	26.96	3536	29732217	1.0	0.97	42	1	29756217
F3027	397.0177	327.11	325.54	328.69	3188	2625757	0.83	0.84	132	1	2648239
F3028	397.2013	26.17	25.12	26.96	3189	4297750	1.0	0.93	514	1	4312750
F3029	397.2013	28.67	27.09	30.25	3189	34837608	1.0	0.99	3275	1	34862608
F3031	537.1664	25.65	24.21	27.09	3539	13324513	1.0	0.96	43	1	13347513
F3034	680.4804	25.39	23.94	26.96	3840	166474669	1.0	0.96	8	1	209134669
F3035	564.296	26.31	25.39	27.75	3613	3528510	1.0	0.98	353	1	3547518
F3038	398.2043	26.04	25.26	26.96	3194	1234597	1.0	0.98	146	1	1218131
F3039	398.2043	28.54	26.96	30.11	3194	7656993	1.0	0.97	717	1	7714276
F3040	398.2755	27.75	27.09	28.41	3195	2043763	1.0	0.94	345	1	2217806
F3041	537.5703	25.26	24.73	26.83	3541	6100990	1.0	0.91	177	1	6117995
F3042	399.2511	26.44	25.52	27.75	3196	2762415	1.0	0.99	308	1	2780423
F3043	400.8451	1.29	0.24	1.95	3197	103967830	1.0	0.94	20195	1	103981830
F3044	401.9087	362.17	360.6	363.75	3199	5053295	1.0	0.97	342	1	5112747
F3046	681.4838	25.39	23.94	26.96	3843	87955753	1.0	0.95	9	1	95642848
F3047	403.3611	130.5	128.89	132.08	3203	4941898	1.0	1.0	423	1	4961631
F3048	682.3639	25.91	24.99	27.49	3844	2994799	1.0	0.87	266	1	3064896
F3049	403.829	1.42	0.76	1.81	3204	11323382	1.0	0.87	2843	1	11332382
F3050	682.4473	25.52	24.73	26.96	3845	2712495	1.0	0.84	250	1	2773984
F3051	403.9043	362.04	360.6	363.62	3205	2470540	1.0	0.95	156	1	2521590
F3053	538.1638	25.39	24.34	26.96	3544	8592801	1.0	0.98	62	1	8613801
F3054	403.9809	27.62	26.7	28.41	3206	1626952	0.9	0.95	14	1	1629018
F3055	404.2067	29.33	28.28	30.9	3207	25706490	1.0	0.91	3167	1	25727490
F3056	404.2204	29.98	29.33	31.16	3208	2288917	1.0	0.98	297	1	2399719
F3059	404.9662	27.75	26.83	28.28	3211	723760	0.75	0.97	42	1	744367
F3060	405.0815	360.99	359.42	361.25	3212	1001631	0.88	0.97	117	1	1058429
F3061	405.0815	362.57	361.25	364.01	3212	2224787	0.88	0.83	125	1	2229457
F3062	682.4868	25.65	24.07	27.23	3846	21632272	1.0	0.97	8	1	23450894
F3064	405.2106	28.8	28.41	30.25	3213	3669564	1.0	0.83	497	1	3773415
F3066	683.4897	25.65	24.07	27.23	3847	3764004	1.0	0.96	11	1	3833947
F3067	684.2032	25.39	24.47	26.96	3848	63228834	1.0	0.95	8261	1	63248834
F3068	406.1935	34.18	33.13	35.76	3216	2401371	1.0	0.97	214	1	2422379
F3069	685.2038	25.39	24.34	26.96	3849	41763240	1.0	0.96	5083	1	41784240
F3072	406.8643	362.17	360.6	363.75	3217	4470305	1.0	0.81	220	1	4536720
F3073	565.6032	25.78	24.86	27.09	3618	21518796	1.0	0.98	2259	1	21536796
F3074	407.1967	36.94	35.37	38.52	3219	5221615	1.0	0.96	448	1	5259576
F3076	408.3087	27.23	26.44	28.14	3222	12932759	1.0	0.9	1574	1	12946759
F3077	408.3684	0.37	0.11	1.03	3223	50004629	1.0	0.85	16049	1	50012629
F3081	409.1628	29.19	27.62	30.77	3226	15793355	1.0	0.94	1913	1	15818355
F3082	409.1753	29.85	29.19	31.43	3227	2882424	1.0	0.97	370	1	3063126
F3094	410.3744	27.36	26.7	28.14	3230	818667	1.0	0.98	116	1	830672
F3095	686.2018	25.39	24.47	26.7	3851	29587536	1.0	0.96	3920	1	29605536
F3096	411.2193	45.74	44.16	47.32	3231	8180977	1.0	0.99	610	1	8207975
F3097	411.2513	28.14	27.36	28.67	3232	1629446	1.0	0.97	295	1	1640452
F3099	412.2202	45.74	44.3	47.32	3235	2362755	1.0	0.92	5	1	2432634
F3100	412.3906	27.49	26.57	27.88	3236	982637	1.0	0.97	157	1	1030409
F3104	539.1641	25.78	24.6	26.44	3547	2414555	1.0	0.94	322	1	2453793
F3105	539.2982	26.04	24.86	26.7	3548	1058955	1.0	0.94	138	1	1098862
F3106	414.2676	157.36	156.18	158.41	3241	1133687	1.0	0.88	117	1	1151695
F3107	686.4388	25.39	24.07	26.7	3852	3762004	0.74	0.9	4	1	5251360
F3118	414.3003	157.36	155.78	158.94	3242	325286506	1.0	0.98	9180	1	325311506
F3119	687.2015	25.39	24.6	26.04	3853	11529641	1.0	0.94	1684	1	11541641
F3121	688.2663	25.78	24.73	26.96	3855	5900210	1.0	0.99	675	1	5921803
F3122	688.5204	0.5	0.11	1.16	3856	32367694	1.0	0.96	7694	1	32376694
F3123	688.6088	26.17	25.26	27.23	3857	11222923	1.0	0.95	1273	1	11238923
F3125	689.1991	25.39	24.47	26.04	3858	1171037	1.0	0.95	167	1	1184042
F3126	566.6067	25.65	24.6	26.96	3623	8532660	1.0	0.99	873	1	8582711
F3127	689.612	25.91	25.26	27.49	3859	3850133	1.0	0.83	506	1	3958563
F3128	691.3141	25.39	24.6	26.57	3860	12502650	1.0	0.95	1574	1	12518650
F3131	693.5644	26.31	24.73	27.88	3862	6831913	1.0	0.94	757	1	6921194
F3137	415.1784	28.67	27.75	29.46	3247	31096925	1.0	0.96	3658	1	31110925
F3138	415.2115	28.67	27.09	30.25	3248	1022069519	1.0	1.0	12364	1	5798513021
F3141	415.3036	157.36	155.78	158.94	3251	93169301	1.0	0.98	7199	1	93194301
F3143	415.3421	32.21	31.43	33.79	3252	1322888	1.0	0.97	128	1	1341896
F3144	568.218	156.97	155.65	158.54	3629	2443228	1.0	0.84	156	1	2487568
F3146	416.1727	30.9	29.98	32.08	3255	1370948	1.0	0.93	146	1	1395793
F3147	569.2306	25.91	25.26	26.96	3631	1459465	1.0	0.97	224	1	1510404
F3148	416.2144	28.8	27.23	30.38	3257	1034835589	1.0	1.0	18468	1	1558506418
F3149	416.2472	28.93	27.49	29.59	3258	6658654	1.0	0.95	794	1	6778155
F3151	416.3736	0.37	0.11	1.16	3260	130229963	1.0	0.92	36934	1	130238963
F3161	694.5674	26.31	25.78	27.75	3864	1898656	1.0	0.92	249	1	1914663
F3162	695.3586	25.78	24.73	27.09	3865	19141509	1.0	0.96	1832	1	19160509
F3163	416.8474	259.85	251.28	273.15	3261	10729361	1.0	0.86	15	1	10929092
F3164	417.2095	318.71	317.27	320.29	3262	1692767	0.83	0.78	92	1	1695401
F3165	417.2175	28.8	27.62	30.38	3263	246005126	1.0	0.98	24422	1	246027126
F3166	417.3684	27.36	26.7	27.88	3265	1124527	1.0	0.97	211	1	1154334
F3167	417.8469	1.29	0.76	1.95	3267	2412970	1.0	0.97	484	1	2422973
F3168	418.2202	29.06	27.49	30.25	3268	33887675	1.0	0.95	3035	1	33909675
F3170	419.3155	0.76	0.11	2.34	3269	326224749	1.0	0.98	10375	1	3166688380
F3171	419.3487	0.5	0.11	1.16	3270	19906673	1.0	0.98	5502	1	19915673
F3172	420.3189	0.76	0.11	2.08	3274	330064939	1.0	0.98	98422	1	888111356
F3174	421.3217	0.5	0.24	1.16	3276	129696399	1.0	0.91	39426	1	129704399
F3175	422.1346	33.53	32.48	34.97	3277	1056801	1.0	0.98	106	1	1084215
F3176	422.3479	32.87	31.56	34.45	3278	2183244	1.0	0.99	184	1	2206252
F3180	696.2694	25.39	24.47	26.83	3867	7598583	1.0	0.97	790	1	7585895
F3181	696.3643	26.04	24.73	27.62	3868	8037795	1.0	0.97	657	1	8060801
F3182	423.9195	3.78	2.47	5.39	3280	1841543	0.95	0.85	116	1	1900226
F3188	569.9371	249.83	248.26	250.49	3632	17289397	0.73	0.86	3	1	18460644
F3190	697.2729	26.04	24.47	27.23	3870	1513075	1.0	0.81	144	1	1535083
F3192	424.0955	360.99	359.42	362.17	3281	5051681	1.0	0.97	27	1	5109749
F3193	424.0955	363.09	362.17	364.67	3281	4765031	1.0	0.96	24	1	4813403
F3194	699.5028	25.78	25.12	26.83	3872	3976997	1.0	0.99	585	1	4115616
F3195	700.2354	25.52	24.47	26.83	3873	4846799	1.0	0.99	625	1	4865805
F3196	424.1691	299.41	297.83	300.85	3282	2847018	0.86	0.82	7	1	2931601
F3198	424.2824	27.23	26.44	27.62	3283	5951860	0.75	0.8	1104	1	5961860
F3199	424.3633	0.5	0.11	1.29	3284	55203002	1.0	0.98	13922	1	55213002
F3200	424.9167	3.26	2.34	4.83	3285	2082741	1.0	0.82	88	1	2110408
F3201	425.136	29.33	28.54	30.77	3286	11720588	1.0	0.84	1262	1	11738588
F3204	425.2216	28.14	27.09	28.67	3288	1703969	1.0	0.96	247	1	1716974
F3207	702.2133	25.78	24.99	27.36	3877	50554773	1.0	0.95	6405	1	50573773
F3208	425.9087	361.78	360.47	363.35	3290	3391218	1.0	0.96	216	1	3375764
F3209	426.9066	362.17	360.6	363.62	3291	1612004	1.0	0.93	106	1	1681704
F3210	427.3032	32.87	31.3	34.45	3294	7823378	1.0	1.0	654	1	7919464
F3211	427.9043	361.78	360.6	363.35	3295	2281805	1.0	0.89	153	1	2346864
F3212	427.9819	27.62	26.17	28.28	3296	1944125	1.0	0.81	14	1	1971302
F3213	427.9819	32.08	30.77	33.53	3296	1689574	0.96	0.99	8	1	1688623
F3214	429.089	25.78	24.47	27.36	3297	6984622	1.0	0.99	685	1	7016484
F3215	429.1472	0.9	0.24	1.16	3298	11490400	1.0	0.88	3137	1	11498400
F3216	430.0894	25.78	24.6	26.96	3301	2181999	1.0	0.98	214	1	2201009
F3217	430.193	287.98	286.41	289.56	3302	1755954	1.0	0.9	111	1	1777414
F3218	430.2438	26.57	25.52	27.88	3303	3275696	1.0	0.99	333	1	3312957
F3219	702.413	25.65	24.07	27.23	3878	3454824	0.92	0.9	3	1	4227128
F3220	430.3894	26.7	25.65	27.88	3304	3772159	1.0	0.99	437	1	3808927
F3221	430.8638	362.04	360.47	363.62	3305	4825608	0.92	0.91	237	1	4905582
F3222	703.2142	25.78	24.86	26.44	3879	29509174	1.0	0.98	3896	1	29522174
F3224	432.2034	28.54	27.75	29.19	3308	14280955	0.88	0.84	2130	1	14292955
F3226	432.2382	28.8	27.23	30.38	3310	996762776	1.0	0.99	13060	1	3480134280
F3227	432.2656	28.8	28.14	29.46	3311	10353732	1.0	0.74	1470	1	10364732
F3228	432.273	28.67	27.75	29.98	3312	24229750	1.0	0.96	2601	1	24247750
F3229	704.2122	25.78	24.73	26.31	3881	21934410	1.0	0.98	3085	1	21947410
F3231	705.2928	25.39	24.73	26.96	3883	3529811	1.0	0.94	369	1	3573729
F3240	572.9361	251.01	250.36	252.59	3641	17409118	0.71	0.97	3	1	18338260
F3246	574.3201	26.83	25.78	27.88	3644	7680097	1.0	0.99	842	1	7730786
F3247	575.3232	26.83	25.91	28.01	3646	2754897	1.0	0.99	334	1	2771902
F3249	710.4792	26.04	24.47	27.09	3888	4112379	1.0	0.92	318	1	4159930
F3250	711.4934	26.04	24.86	27.62	3890	4941974	1.0	0.93	519	1	4963986
F3253	576.2752	276.43	263.53	287.72	3648	9466705	1.0	0.88	110	1	9645932
F3254	576.2881	157.1	155.65	158.67	3649	2069805	1.0	0.99	158	1	2115658
F3267	726.4626	25.39	23.81	26.7	3894	2425693	0.74	0.97	5	1	3037447
F3275	732.3414	25.52	24.34	27.09	3896	8093828	1.0	0.97	779	1	8119639
F3276	732.5471	0.5	0.11	1.16	3897	23879593	1.0	0.96	6131	1	23888593
F3281	734.4686	63.53	62.22	64.58	3898	1750870	1.0	0.95	155	1	1714020
F3282	734.4686	64.98	64.58	66.03	3898	804552	1.0	0.98	111	1	771674
F3283	579.1683	26.31	25.65	27.62	3660	2290582	1.0	0.97	348	1	2365592
F3284	579.2626	157.1	155.65	158.67	3661	1578599	1.0	0.82	105	1	1603749
F3285	579.2754	26.57	26.04	27.62	3662	730484	1.0	0.96	116	1	755766
F3286	579.5349	25.52	24.6	27.09	3663	29209307	1.0	0.94	4209	1	29229307
F3294	740.5277	25.78	24.73	27.23	3902	1279630	1.0	0.93	139	1	1324081
F3296	745.4718	25.78	24.47	27.09	3904	6963073	1.0	1.0	731	1	6938080
F3298	580.5383	25.39	24.73	26.44	3666	11129249	1.0	0.93	1771	1	11143249
F3307	751.4106	3.26	1.68	4.83	3906	18501858	0.77	0.89	11	1	18873567
F3308	751.4106	6.84	6.18	8.28	3906	8392053	0.79	0.94	6	1	8711838
F3315	581.2427	25.52	24.73	26.17	3669	1059459	1.0	0.98	165	1	1104098
F3316	581.5418	25.52	24.6	26.31	3670	1930825	1.0	1.0	294	1	1977095
F3321	581.9539	116.07	96.79	118.04	3673	7805654	1.0	0.89	7	1	7941500
F3322	581.9539	133.52	118.04	202.43	3673	32510459	1.0	0.78	8	1	25414635
F3327	754.4121	3.65	2.08	5.23	3913	2278813	0.91	0.89	8	1	2354004
F3328	582.5936	3.26	1.81	4.83	3674	9021427	0.88	0.77	9	1	9062509
F3331	758.2219	25.39	24.47	26.96	3914	33951551	1.0	0.94	4010	1	33971551
F3332	759.2227	25.39	24.6	26.96	3915	23805491	1.0	0.92	2854	1	23824491
F3333	760.2209	25.39	24.47	26.31	3916	17668690	1.0	0.93	2200	1	17683690
F3334	582.9188	2.73	2.21	3.39	3675	950717	1.0	0.98	157	1	1006853
F3335	776.2321	25.78	24.86	26.83	3917	41546922	1.0	0.97	4681	1	41562922
F3337	777.2328	25.65	24.73	26.96	3918	30989051	1.0	0.96	3591	1	31007051
F3338	583.5971	3.0	1.95	4.57	3676	2981940	1.0	0.74	7	1	3003647
F3339	780.2295	25.65	24.6	27.23	3921	3672594	1.0	0.97	426	1	3693603
F3340	832.2408	25.39	24.47	26.31	3922	15314797	1.0	0.89	2037	1	15329797
F3341	833.2416	25.39	24.73	25.65	3923	7400515	1.0	0.8	1543	1	7408515
F3342	834.2401	25.39	24.6	25.52	3924	5501552	0.71	0.78	1221	1	5509552
F3343	835.2392	25.26	24.6	26.57	3925	3973373	1.0	0.94	606	1	4051325
F3344	846.4424	28.67	27.88	29.85	3926	175999172	1.0	0.98	25743	1	176015172
F3345	847.446	28.67	27.62	30.11	3927	93704331	1.0	0.96	14732	1	93724331
F3346	848.4493	28.93	28.14	29.19	3928	23076405	1.0	0.84	4226	1	23085405
F3347	850.2512	25.39	24.6	26.96	3929	31146224	1.0	0.96	3608	1	31165224
F3348	851.2519	25.39	24.6	26.44	3930	23206293	1.0	0.95	2831	1	23221293
F3349	851.3978	28.93	27.49	29.59	3931	56026549	1.0	0.94	7272	1	56043549
F3350	852.2502	25.39	24.99	25.91	3932	12247842	0.86	0.72	2369	1	12255842
F3351	853.2499	25.39	24.86	26.17	3934	8439630	1.0	0.84	1179	1	8450630
F3352	867.3719	28.67	27.75	30.25	3935	83227495	1.0	0.94	10973	1	83247495
F3353	873.2675	25.12	24.6	26.31	3937	1783740	1.0	0.87	230	1	1839233
F3354	890.4848	297.18	295.6	298.75	3938	2140892	0.84	0.89	57	1	2186608
F3355	891.2772	25.39	24.6	26.96	3939	1057250	1.0	0.8	127	1	1091701
F3356	906.2597	25.12	24.6	26.31	3940	8066275	1.0	0.86	1046	1	8080275
F3358	907.2607	25.26	24.34	26.83	3941	5706602	1.0	0.97	623	1	5726611
F3360	921.6179	157.1	155.92	158.54	3943	2318485	1.0	0.97	258	1	2351089
F3361	924.2699	25.39	24.73	26.44	3944	17987982	1.0	0.93	2241	1	18001982
F3366	927.2691	25.39	24.99	26.17	3947	6678141	1.0	0.86	1057	1	6688141
F3369	586.3372	26.44	25.78	27.49	3681	2081364	1.0	0.95	310	1	2095371
F3371	586.541	25.52	24.6	27.09	3683	14116963	1.0	0.92	2032	1	14136963
F3372	586.9512	116.99	103.35	215.3	3684	35380255	1.0	0.74	8	1	36228591
F3373	999.2903	25.39	24.86	26.17	3953	7509150	1.0	0.81	1138	1	7520150
F3375	74.0959	1.95	1.42	2.47	3956	758875	1.0	0.88	153	1	767878
F3376	74.0959	28.93	28.41	29.59	3956	1248424	1.0	0.93	251	1	1258426
F3383	589.3278	26.17	25.78	26.7	3692	6133065	0.86	0.74	1236	1	6141065
F3385	590.3312	26.44	24.86	27.36	3694	3871678	1.0	0.96	379	1	3891687
F3386	591.4961	25.39	24.47	26.96	3695	30072888	1.0	0.91	3295	1	30092888
F3387	592.4995	25.39	24.86	26.96	3696	11643270	1.0	0.91	1257	1	11660270
F3397	108.3091	28.67	27.36	30.25	3969	8105969	1.0	0.98	780	1	8114924
F3398	594.2108	156.97	155.35	158.41	3699	3201178	0.94	0.95	221	1	3263195
F3399	108.3115	28.8	27.62	30.38	3970	7286136	1.0	0.98	652	1	7346288
F3400	118.0829	246.16	244.58	245.76	3972	1712140	0.8	0.77	59	1	883412
F3403	118.0903	245.89	244.58	246.55	3973	1909102	0.71	0.9	29	1	1973413
F3404	118.0903	248.65	248.26	249.57	3973	1860206	0.71	0.85	56	1	1947993
F3405	118.0903	250.1	249.57	250.88	3973	1743520	0.74	0.95	65	1	1638014
F3409	139.9984	1.42	0.24	1.95	3979	32622545	1.0	0.78	615	1	32636545
F3412	194.0923	0.63	0.24	1.16	3989	1226014	1.0	0.88	59	1	1234017
F3413	195.1234	0.63	0.11	1.03	3991	5968140	1.0	0.94	58	1	5976140
F3414	195.1234	48.1	46.66	49.68	3991	6497706	1.0	0.9	10	1	6521706
F3415	196.1087	0.5	0.24	1.16	3992	5709948	1.0	0.88	376	1	5717948
F3430	596.1943	25.65	24.99	27.23	3706	3282045	1.0	0.76	332	1	3347830
F3446	199.1074	0.37	0.11	0.9	3997	1119059	1.0	0.86	197	1	1224874
F3451	598.9429	2.86	2.21	4.44	3715	2457848	1.0	0.77	57	1	2474294
F3453	600.4683	0.5	0.11	1.16	3717	59038225	1.0	0.95	14418	1	59047225
F3454	600.5203	25.78	24.73	27.36	3718	4547580	1.0	0.99	540	1	4580673
F3460	601.5229	25.65	24.6	26.96	3720	1864483	1.0	0.98	216	1	1883491
F3473	605.476	25.78	24.86	27.23	3726	2857528	1.0	0.93	283	1	2907427
F3474	607.3911	25.52	23.94	27.09	3728	5904224	1.0	0.97	10	1	5949939
F3475	607.4702	25.39	24.73	26.17	3729	15213148	1.0	0.85	2088	1	15225148
F3476	607.4702	26.57	26.44	27.09	3729	1627348	0.93	0.73	575	1	1633348
F3477	607.5661	25.65	24.86	25.78	3730	5863670	1.0	0.73	1314	1	5871670
F3482	608.3936	25.52	24.21	26.96	3732	2350244	1.0	0.97	27	1	2356468
F3483	608.474	25.52	24.34	26.96	3733	6806024	1.0	0.94	753	1	6816286
F3484	608.5688	25.39	24.47	26.96	3734	3358426	1.0	0.99	463	1	3387415
F3485	209.1031	0.63	0.11	1.16	4003	1811065	1.0	0.96	216	1	1820069
F3487	610.1843	25.39	23.94	26.96	3737	87381729	1.0	0.98	216	1	87405729
F3493	611.1852	25.39	24.07	26.96	3739	48952531	1.0	0.97	376	1	48975531
F3495	230.1396	0.63	0.11	1.29	4012	1773497	1.0	0.93	356	1	1783500
F3496	238.1656	466.04	453.17	500.57	4013	18014972	0.87	0.77	3	1	18377121
F3498	612.1827	25.39	24.21	26.96	3742	35209635	1.0	0.95	658	1	35231635
